Feature,65253,65254,66954,67297,67298
高度(mm),1490,1490,1490,1490,1490
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,双电机,双电机,单电机,单电机
驱动方式,,,,,
首任车主质保政策,,,,,
风阻系数(Cd),-,-,-,-,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
长度(mm),4980,4980,4980,4980,4980
长*宽*高(mm),4980*1915*1490,4980*1915*1490,4980*1915*1490,4980*1915*1490,4980*1915*1490
钥匙类型,,,,,
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶等级,,,,,
轴距(mm),3000,3000,3000,3000,3000
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,红旗EH7 2024款 820 Pro,红旗EH7 2024款 760 Pro+ 四驱版,红旗EH7 2024款 640 Pro+ 四驱版,红旗EH7 2024款 600 Pro,红旗EH7 2024款 690 Pro
车前雾灯,-,-,-,-,-
车内香氛装置,-,○,-,-,-
车内生物监测系统,-,○,-,-,-
车内环境氛围灯,,,,,
车内摄像头数量,-,,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
被动行人保护,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,○,-,-,-
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
级别,中大型车,中大型车,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
第二排座椅功能,,,,-,
空调温度控制方式,,,,,
空气质量监测,●,●,●,●,●
离去角(°),16,16,16,16,16
百公里耗电量(kWh/100km),14,15.1,15,13.9,13.9
疲劳驾驶提示,-,○,-,-,-
电芯品牌,,,,-,
电能当量燃料消耗量(L/100km),1.58,1.71,1.70,1.57,1.57
电池预加热,●,●,●,●,●
电池能量(kWh),111,111,85,75,85
电池类型,,,,,
电池慢充时间(小时)_y,17,17,13,11,13
电池慢充时间(小时)_x,17,17,13,11,13
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.33,0.33,0.33,0.42,0.33
电池快充时间(小时)_x,0.33,0.33,0.33,0.42,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,前置+后置,后置,后置
电动机总马力(Ps),344,619,619,344,344
电动机总扭矩(N·m),450,756,756,450,450
电动机总功率(kW),253,455,455,253,253
电动机(Ps),344,619,619,344,344
电动座椅记忆功能,,,,,
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
灯光特色功能,-,,-,-,-
满载最小离地间隙(mm),120,120,120,120,120
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
最高车速(km/h),190,190,190,190,190
最大满载质量(kg),2704,2824,2810,-,2690
最大扭矩(N·m),450,756,756,450,450
最大功率(kW),253,455,455,253,253
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,●,●,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,○,○,○,-,○
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),2254,2374,2360,-,2240
摄像头数量,,,,,
接近角(°),14,14,14,14,14
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,
感应后备厢,-,○,-,-,-
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持
快充功率(kW),365,365,280,190,280
循迹倒车,●,●,●,●,●
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1915,1915,1915,1915,1915
官方0-100km/h加速(s),5.8,3.5,4.2,7.8,6.2
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,-,-,-,-,-
四驱形式,-,,,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1655,1647,1661,1655,1655
后轮胎规格,,,,,
后电动机最大扭矩(N·m),450,450,450,450,450
后电动机最大功率(kW),253,253,253,253,253
后电动机型号,CAM220PT8,CAM220PT8,CAM220PT8,CAM220PT8,CAM220PT8
后电动机品牌,中国一汽,中国一汽,中国一汽,中国一汽,中国一汽
后方碰撞预警,●,●,●,●,●
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),400,400,400,400,400
后制动器类型,,,,,
可变转向比,●,●,●,●,●
可变悬架功能,-,,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.98万,30.98万,25.98万,22.98万,23.98万
厂商,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1645,1651,1651,1645,1645
前轮胎规格,,,,,
前电动机最大扭矩(N·m),-,306,306,-,-
前电动机最大功率(kW),-,202,202,-,-
前电动机型号,-,CAM190PT2,CAM190PT2,-,-
前电动机品牌,-,中国一汽,中国一汽,-,-
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
