Feature,62296,62394,62395,62396,62397,62398,62399
高度(mm),1650,1650,1650,1650,1650,1650,1650
驾驶辅助影像,,-,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动方式,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4385,4385,4385,4385,4385,4385,4385
长*宽*高(mm),4385*1800*1650,4385*1800*1650,4385*1800*1650,4385*1800*1650,4385*1800*1650,4385*1800*1650,4385*1800*1650
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,●,-,-,●,●,●,●
远程启动功能,,-,-,-,-,,
远光灯光源,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,
辅助驾驶等级,,-,-,-,-,,
轴距(mm),2630,2630,2630,2630,2630,2630,2630
轮圈材质,,,,,,,
车顶行李架,●,-,-,●,●,●,●
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,●,●,●,●
车道偏离预警系统,●,-,-,●,●,●,●
车道保持辅助系统,●,-,-,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,-,-,-,-,●,●
车窗防夹手功能,●,-,-,●,●,●,●
车窗一键升降功能,-,-,-,-,-,-,-
车型名称,赛图斯 2023款 1.5L CVT尊贵版,赛图斯 2023款 1.5L CVT时尚版,赛图斯 2023款 1.5L CVT舒适版,赛图斯 2023款 1.5L CVT豪华版,赛图斯 2023款 1.4T DCT豪华版,赛图斯 2023款 1.4T DCT尊贵版,赛图斯 2023款 1.4T DCT尊贵奢享版
车前雾灯,,-,-,-,-,,
车内环境氛围灯,,-,-,-,-,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,-,-,-,-,,
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,-,-,●,●,●,●
自动驻车,●,-,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排座椅调节,,-,-,-,-,,
空调温度控制方式,,,,,,,
离去角(°),15,15,15,15,-,-,-
疲劳驾驶提示,●,-,-,●,●,●,●
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),50,50,50,50,50,50,50
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),172,172,172,172,190,190,190
最小转弯半径(m),5.4,5.4,5.4,5.4,5.4,5.4,5.4
最小离地间隙(mm),163,163,163,163,163,163,163
最大马力(Ps),115,115,115,115,140,140,140
最大满载质量(kg),1640,1640,1640,1640,-,-,-
最大扭矩转速(rpm),4500,4500,4500,4500,1500-3200,1500-3200,1500-3200
最大扭矩(N·m)_y,143.8,143.8,143.8,143.8,242,242,242
最大扭矩(N·m)_x,143.8,143.8,143.8,143.8,242,242,242
最大功率转速(rpm),6300,6300,6300,6300,6000,6000,6000
最大功率(kW)_y,84.4,84.4,84.4,84.4,103,103,103
最大功率(kW)_x,84.4,84.4,84.4,84.4,103,103,103
最大净功率(kW),-,-,-,-,-,-,-
无钥匙进入功能,,-,,,,,
无钥匙启动系统,●,-,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,-,-,-,-,-,-,-
整备质量(kg),1228,1228,1228,1228,1285,1285,1285
接近角(°),17,17,17,17,-,-,-
排量(mL),1497,1497,1497,1497,1353,1353,1353
换挡形式,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,7,7,7
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,,
手机互联/映射,,-,,,,,
手机APP远程功能,,-,-,-,-,,
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,-,-,-,-,●,●
宽度(mm),1800,1800,1800,1800,1800,1800,1800
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,-,-,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,,-,-,-,-,,
后雨刷,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,○,-,-,-,-,○,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,-,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
