Feature,60835,64735,64736,66307
后备厢容积(L),755-2554,755-2554,755-2554,755-2554
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),41.98万,35.98万,39.98万,37.98万
厂商,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车
卫星导航系统,●,●,●,●
单踏板模式,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,●,●,●,●
副座椅调节方式,,,,
前轮距(mm),1679,1679,1679,1679
前轮胎规格,,,,
前电动机最大扭矩(N·m),450,450,450,450
前电动机最大功率(kW),235,235,235,235
前电动机型号,TZ230XY01H93X,TZ230XY01H93X,TZ230XY01H93X,TZ230XY01H93X
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
侧滑门形式,,,,
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.01,2024.01,2024.01,2024.01
上坡辅助,●,●,●,●
三电系统质保,-,-,-,-
Wi-Fi热点,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,640,610,702,702
CLTC纯电续航里程(km)_x,640,610,702,702
ABS防抱死,●,●,●,●
4G/5G网络,,,,
