Feature,60657,70425
高度(mm),1695,1695
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,双电机,双电机
驱动方式,,
风阻系数(Cd),-,-
面部识别,○,○
陡坡缓降,-,-
长度(mm),4890,4890
长*宽*高(mm),4890*1920*1695,4890*1920*1695
钥匙类型,,
配气机构,DOHC,DOHC
遥控泊车,○,○
道路救援呼叫,●,●
道路交通标识识别,●,●
透明底盘/540度影像,○,○
远光灯光源,,
进气形式,自然吸气,自然吸气
近光灯光源,,
辅助驾驶等级,,
轴距(mm),2850,2850
轮圈材质,,
转向辅助灯,●,●
车顶行李架,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,雷克萨斯RX新能源 2023款 450h+ 四驱畅享版,雷克萨斯RX新能源 2025款 450h+ 四驱畅享版
车前雾灯,,
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,●,●
语音连续识别,●,●
语音识别控制系统,,
语音助手唤醒词,,
语音分区域唤醒识别,,
触摸式阅读灯,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,○,○
自动头灯,●,●
膝部气囊,,
能量回收系统,●,●
能源类型_y,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力
胎压监测功能,,
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中大型SUV,中大型SUV
系统综合功率(kW),227,227
系统综合功率(Ps),309,309
简称,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,
第二排座椅电动调节,○,○
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
移动物体预警系统,●,●
疲劳驾驶提示,○,○
电池能量(kWh),18.1,18.1
电池类型,,
电池慢充时间(小时)_y,5,5
电池慢充时间(小时)_x,5,5
电机布局,前置+后置,前置+后置
电动机总马力(Ps),237,237
电动机总功率(kW),174,174
电动机(Ps),237,237
电动座椅记忆功能,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
热泵空调,●,●
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),55,55
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),200,200
最小转弯半径(m),5.9,5.9
最大马力(Ps),185,185
最大满载质量(kg),-,-
最大扭矩转速(rpm),3600-3700,3600-3700
最大扭矩(N·m)_y,228,228
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),6000,6000
最大功率(kW)_y,136,136
最大功率(kW)_x,227,227
最大净功率(kW),-,-
最低荷电状态油耗(L/100km),5.89,5.89
无钥匙进入功能,,
