Feature,1011258,1014596,1014597,1014598
高度(mm),1990,1990,1990,1990
驾驶辅助影像,-,,-,-
驾驶模式切换,-,-,-,-
驻车制动类型,-,-,-,-
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),4495,4495,4495,4495
长*宽*高(mm),4495×1680×1990,4495×1680×1990,4495×1680×1990,4495×1680×1990
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
轴距(mm),2930,2930,2930,2930
轮圈材质,,,,
车门数(个),,,,
车门开启方式,-,-,-,-
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,跨越星V5 2021款 1.5L招财版舒适型JL473QH,跨越星V5 2022款 1.5L豪华型5-7座客车JL473QH,跨越星V5 2022款 1.5L舒适型5-7座客车JL473QH,跨越星V5 2022款 1.5L畅享型5-7座客车JL473QH
车前雾灯,,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,-,●,-,-
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,-,-,-,-
行程(mm),88.4,88.4,88.4,88.4
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),73,73,73,73
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-
空调温度控制方式,-,,,
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
油箱容积(L),43,43,43,43
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),110,-,-,-
最小离地间隙(mm),176,176,176,176
最大马力(Ps),107,107,107,107
最大满载质量(kg),-,-,-,-
最大扭矩转速(rpm),4000-5000,4000-5000,4000-5000,4000-5000
最大扭矩(N·m)_y,141,141,141,141
最大扭矩(N·m)_x,141,141,141,141
最大功率转速(rpm),5500-6000,5500-6000,5500-6000,5500-6000
最大功率(kW)_y,78.5,78.5,78.5,78.5
最大功率(kW)_x,78.5,78.5,78.5,78.5
最大净功率(kW),-,-,-,-
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,-,-,-,-
整备质量(kg),-,-,-,-
排量(mL),-,-,-,-
挡位个数,5,5,5,5
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,-,-,-,-
座椅材质,,,,
座位数(个),,,,
