Feature,1014025,1014026,1014027,1014028,1014029,1014030,1014140,1014141,1014142,1014143,1014144,1014145
高度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
驾驶辅助影像,-,,-,-,,-,-,-,,-,-,
驾驶模式切换,-,-,-,-,-,-,-,-,-,-,-,-
驻车制动类型,-,-,-,-,-,-,-,-,-,-,-,-
驱动方式,,,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425
长*宽*高(mm),4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860,4425×1670×1860
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,,,,,
轴距(mm),2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850
轮圈材质,,,,,,,,,,,,
车门数(个),,,,,,,,,,,,
车门开启方式,-,-,-,-,-,-,-,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,货车,客车,客车,货车,客车,客车,客车,货车,客车,客车,货车,客车
车身结构_x,货车,客车,客车,货车,客车,客车,客车,货车,客车,客车,货车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-,-,-,-,-,-
车型名称,五菱宏光V 2022款 1.5L劲取版封窗车电动助力LAR,五菱宏光V 2022款 1.5L劲享版电动助力LAR,五菱宏光V 2022款 1.5L劲取版电动助力LAR,五菱宏光V 2022款 1.2L劲取版封窗车电动助力LSI,五菱宏光V 2022款 1.2L劲享版电动助力LSI,五菱宏光V 2022款 1.2L劲取版电动助力LSI,五菱宏光V 2022款 1.5L劲取版液压助力LAR,五菱宏光V 2022款 1.2L劲取版封窗车液压助力LSI,五菱宏光V 2022款 1.2L劲享版液压助力LSI,五菱宏光V 2022款 1.2L劲取版液压助力LSI,五菱宏光V 2022款 1.5L劲取版封窗车液压助力LAR,五菱宏光V 2022款 1.5L劲享版液压助力LAR
车前雾灯,-,,-,-,,-,-,-,,-,-,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,○,●,●,○,○,●,●,○,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,铸铁,铸铁,铸铁,未知,铸铁,铸铁,铸铁,未知,未知
级别,微面,微面,微面,微面,微面,微面,微面,微面,微面,微面,微面,微面
简称,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,6挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
