Feature,51891,56694
高度(mm),1187,1191
驾驶辅助影像,-,-
驾驶模式切换,-,-
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,中置后驱,中置后驱
首任车主质保政策,-,-
陡坡缓降,-,-
长度(mm),4565,4565
长*宽*高(mm),4565*1958*1187,4565*1958*1191
钥匙类型,-,-
配气机构,DOHC,DOHC
远光灯光源,-,-
进气形式,双涡轮增压,双涡轮增压
近光灯光源,-,-
轴距(mm),2600,2600
轮圈材质,-,-
车门数(个),2,2
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,硬顶跑车,硬顶敞篷车
车身结构_x,2门2座硬顶跑车,2门2座硬顶敞篷车
车身稳定控制(ESC/ESP/DSC等),-,-
车联网,-,-
车窗防夹手功能,-,-
车窗一键升降功能,-,-
车型名称,法拉利296 2021款 3.0T V6 GTB,法拉利296 2022款 3.0T V6 GTS
车前雾灯,-,-
车内环境氛围灯,-,-
车内化妆镜,-,-
车内中控锁,-,-
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,-,-
行车电脑显示屏幕,-,-
行程(mm),82,82
蓝牙/车载电话,-,-
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型,插电式混合动力,插电式混合动力
胎压监测功能,-,-
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),88,88
缸体材料,铝合金,铝合金
级别,跑车,跑车
系统综合功率(kW),610,610
简称,8挡湿式双离合,8挡湿式双离合
第二排座椅调节,-,-
空调温度控制方式,-,-
百公里耗电量(kWh/100km),14,14
疲劳驾驶提示,-,-
电池能量(kWh),7.45,7.45
电池组质保,待查,待查
电池类型,三元锂电池,三元锂电池
电机类型,-,-
电机布局,后置,后置
电动机总扭矩(N·m),315,315
电动机总功率(kW),122,122
电动机总功率(Ps),-,-
电动机(Ps),166,166
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,98号,98号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,-,-
液晶仪表尺寸,-,-
油箱容积(L),65,65
气缸数(个),6,6
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),330,330
最大马力(Ps),663,663
最大扭矩转速(rpm),6250,6250
最大扭矩(N·m)_y,740,740
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),8000,8000
最大功率(kW)_y,488,488
最大功率(kW)_x,610,610
最大净功率(kW),-,-
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,-,-
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,-,-
整车质保,三年不限公里,三年不限公里
整备质量(kg),1470,1540
排量(mL),2992,2992
挡位个数,8,8
扬声器数量,-,-
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
快充功能,-,-
座椅材质,-,-
座位数(个),2,2
并线辅助,-,-
巡航系统,-,-
导航路况信息显示,-,-
宽度(mm),1958,1958
官方0-100km/h加速(s),2.9,2.9
安全带未系提醒,-,-
天窗类型,-,-
大灯高度可调,-,-
大灯延时关闭,-,-
多媒体/充电接口,-,-
多功能方向盘,-,-
外后视镜功能,-,-
备胎规格,无,无
四驱形式,-,-
后雨刷,-,-
后轮距(mm),1632,1632
后轮胎规格,305/35 R20,305/35 R20
后电动机最大扭矩(N·m),315,315
后电动机最大功率(kW),122,122
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-
后备厢容积(L),-,-
后制动器类型,陶瓷通风盘式,陶瓷通风盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,-,-
发动机布局,纵置,纵置
发动机型号,-,-
发动机启停技术,-,-
发动机,3.0T 663马力 V6,3.0T 663马力 V6
压缩比,9.4,9.4
厂商指导价(元),298.80万,348.80万
厂商,法拉利,法拉利
卫星导航系统,-,-
助力类型,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,-,-
前轮距(mm),1665,1665
前轮胎规格,245/35 R20,245/35 R20
前排座椅功能,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,陶瓷通风盘式,陶瓷通风盘式
前/后驻车雷达,-,-
前/后电动车窗,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
内后视镜功能,-,-
全液晶仪表盘,-,-
供油方式,直喷,直喷
主座椅调节方式,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,-,-
中控彩色屏幕,-,-
中控屏幕尺寸,-,-
中央差速器结构,-,-
上市时间,2021.10,2022.06
上坡辅助,-,-
WLTC综合油耗(L/100km),6.4,-
USB/Type-C接口数量,-,-
OTA升级,-,-
NEDC纯电续航里程(km)_y,25,25
NEDC纯电续航里程(km)_x,25,25
LED日间行车灯,-,-
ISOFIX儿童座椅接口,-,-
ABS防抱死,-,-
