Feature,63640,63641,65162,65342,65343,65344
高度(mm),1460,1460,1460,1460,1460,1460
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
隐藏电动门把手,○,●,●,-,-,○
陡坡缓降,-,-,-,-,-,-
长度(mm),4785,4785,4785,4785,4785,4785
长*宽*高(mm),4785*1840*1460,4785*1840*1460,4785*1840*1460,4785*1840*1460,4785*1840*1460,4785*1840*1460
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,-,●,-,-,-,-
透明底盘/540度影像,●,●,●,-,-,-
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
辅助驾驶等级,-,,-,-,-,-
轴距(mm),2765,2765,2765,2765,2765,2765
轮圈材质,,,,,,
车门数(个),4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,-,-,-
车道保持辅助系统,-,●,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,长安启源A05 2024款 70 Pro,长安启源A05 2024款 145 Max,长安启源A05 2024款 145 Pro,长安启源A05 2024款 70 Lite,长安启源A05 2024款 70 Air,长安启源A05 2024款 145 Air
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,,-,-,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,-,-,
语音识别控制系统,,,,,,
语音免唤醒词,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,●,-,-,-,-
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),18,18,18,18,18,18
百公里耗电量(kWh/100km),10.8,14.2,14.2,10.8,10.8,14.2
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,亿纬锂能,中创新航,中创新航,亿纬锂能,亿纬锂能,中创新航
电池预加热,●,●,●,●,●,●
电池能量(kWh),9.07,18.99,18.99,9.07,9.07,18.99
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),330,330,330,330,330,330
电动机总功率(kW),140,158,158,140,140,158
电动机总功率(Ps),190,215,215,190,190,215
电动机(Ps),190,215,215,190,190,215
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),48,48,48,48,48,48
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,-,,-,-,-,-
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),185,185,185,185,185,185
最大马力(Ps),110,110,110,110,110,110
最大满载质量(kg),1860,1965,1965,1860,1860,1965
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000
最大扭矩(N·m)_y,143,143,143,143,143,143
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000
最大功率(kW)_y,81,81,81,81,81,81
最大功率(kW)_x,-,-,-,-,-,-
最大净功率(kW),78,78,78,78,78,78
最低荷电状态油耗(L/100km),4.58,4.6,4.6,4.58,4.58,4.6
无钥匙进入功能,,,,-,-,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,三年或15万公里,三年或15万公里,三年或15万公里,三年或15万公里,三年或15万公里,三年或15万公里
整备质量(kg),1455,1555,1555,1425,1425,1555
摄像头数量,,,,,,
接近角(°),14,14,14,14,14,14
排量(mL),1493,1493,1493,1493,1493,1493
换挡形式,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
慢充时间(小时)_y,3,6,6,3,3,6
慢充时间(小时)_x,3,6,6,3,3,6
感应雨刷功能,,,,-,-,
快充电量百分比,-,30-80,30-80,-,-,30-80
快充电量(%),-,30-80,30-80,-,-,30-80
快充时间(小时)_y,-,0.5,0.5,-,-,0.5
快充时间(小时)_x,-,0.5,0.5,-,-,0.5
快充功能,不支持,支持,支持,不支持,不支持,支持
快充功率(kW),-,27,27,-,-,27
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,-,●,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,-,●,●,-,-,●
宽度(mm),1840,1840,1840,1840,1840,1840
官方0-100km/h加速(s),7.9,6.8,6.8,7.9,7.9,6.8
安全带未系提醒,,,,,,
天窗类型,,,,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,-,-,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
四驱形式,-,-,-,-,-,-
哨兵模式/千里眼,●,●,●,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1580,1580,1580,1580,1580,1580
后轮胎规格,215/55 R17,225/45 R18,215/55 R17,215/55 R17,215/55 R17,215/55 R17
后方碰撞预警,-,●,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,-,-,-,-
后排座椅放倒形式,,,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,-,-,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
厂商指导价(元),10.39万,13.29万,12.29万,8.99万,9.39万,11.69万
厂商,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1570,1570,1570,1570,1570,1570
前轮胎规格,215/55 R17,225/45 R18,215/55 R17,215/55 R17,215/55 R17,215/55 R17
前电动机最大扭矩(N·m),330,330,330,330,330,330
前电动机最大功率(kW),140,158,158,140,140,158
前方碰撞预警,-,●,-,-,-,-
前排座椅功能,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,-,-,-
内后视镜功能,,,,,,
