Feature,66640,66680,68514,68515,68516
高度(mm),1495,1495,1495,1495,1495
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),0.255,0.255,0.255,0.255,0.255
陡坡缓降,-,-,-,-,-
长度(mm),4830,4830,4830,4830,4830
长*宽*高(mm),4830*1875*1495,4830*1875*1495,4830*1875*1495,4830*1875*1495,4830*1875*1495
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
遥控泊车,-,●,●,●,●
道路救援呼叫,-,●,-,●,●
道路交通标识识别,-,●,-,-,●
透明底盘/540度影像,-,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,
运动风格座椅,●,●,●,●,●
辅助驾驶系统,-,,-,-,
辅助驾驶等级,-,,-,-,
轴距(mm),2790,2790,2790,2790,2790
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,●,-,-,●
车道偏离预警系统,-,●,-,-,●
车道保持辅助系统,-,●,-,-,●
车载空气净化器,-,●,-,-,-
车载智能系统,,,,,
车载KTV,-,●,●,●,●
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,海豹06 DM-i 2024款 DM-i 80KM豪华型,海豹06 DM-i 2024款 DM-i 120KM旗舰型,海豹06 DM-i 2024款 DM-i 80KM尊贵型,海豹06 DM-i 2024款 DM-i 120KM尊荣型,海豹06 DM-i 2024款 DM-i 120KM尊享型
车前雾灯,-,-,-,-,-
车内环境氛围灯,-,,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
