Feature,61556,62436,62437
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),375,375,375
系统综合功率(kW),185,185,185
系统综合功率(Ps),252,252,252
简称,2挡DHT,2挡DHT,2挡DHT
第二排座椅调节,-,-,-
空调温度控制方式,,,
离去角(°),27,27,27
百公里耗电量(kWh/100km),16.1,-,16.1
疲劳驾驶提示,●,●,●
电芯品牌,,,
电池预加热,●,●,●
电池能量(kWh),19.27,9.41,19.27
电池类型,,,
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总马力(Ps),156,156,156
电动机总扭矩(N·m),250,250,250
电动机总功率(kW),115,115,115
电动机(Ps),156,156,156
电动座椅记忆功能,,-,-
电动后备厢位置记忆,●,-,-
电动后备厢,●,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
温度分区控制,-,-,-
液晶仪表尺寸,,,
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,-,-
每缸气门数(个),4,4,4
最高车速(km/h),175,175,175
最大马力(Ps),101,101,101
最大满载质量(kg),2210,2140,2210
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,132,132,132
最大扭矩(N·m)_x,375,375,375
最大功率转速(rpm),-,-,-
最大功率(kW)_y,74,74,74
最大功率(kW)_x,185,185,185
最大净功率(kW),70,70,70
最低荷电状态油耗(L/100km),5.30,5.30,5.30
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,○,-,-
方向盘位置调节,,,
整车质保,-,-,-
整备质量(kg),1810,1740,1810
摄像头数量,,,
接近角(°),20,20,20
排量(mL),1497,1497,1497
换挡形式,,,
挡位个数,2,2,2
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,-,-
手机互联/映射,,,
手机APP远程功能,,,
慢充接口位置,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,
快充接口位置,车右后侧,-,车右后侧
快充功能,支持,不支持,支持
快充功率(kW),33,-,33
座椅材质,,,
座位数(个),,,
并线辅助,●,-,-
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3
宽度(mm),1877,1877,1877
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
地图品牌,,,
后雨刷,●,●,●
后轮距(mm),1587,1587,1587
后轮胎规格,,,
后方碰撞预警,●,-,-
后排独立空调,-,-,-
后排杯架,●,-,-
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),420,420,420
后制动器类型,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,GW4G15H,GW4G15H,GW4G15H
发动机,1.5L 101马力 L4,1.5L 101马力 L4,1.5L 101马力 L4
厂商指导价(元),15.68万,13.98万,14.98万
厂商,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●
单踏板模式,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1583,1583,1583
前轮胎规格,,,
前电动机最大扭矩(N·m),250,250,250
前电动机最大功率(kW),115,115,115
前电动机型号,TZ220XS001,TZ220XS001,TZ220XS001
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,-,-
供油方式,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2023.05,2023.05,2023.05
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),1.39,2.40,1.39
WLTC纯电续航里程(km)_y,96,45,96
WLTC纯电续航里程(km)_x,96,45,96
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC纯电续航里程(km)_y,110,52,110
NEDC纯电续航里程(km)_x,110,52,110
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ETC装置,○,○,○
DOW开门预警,●,-,-
ABS防抱死,●,●,●
4G/5G网络,,,
