Feature,65255,65702,65703
高度(mm),1469,1469,1469
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,单电机,单电机,单电机
驱动方式,,,
风阻系数(Cd),-,-,-
面部识别,●,-,-
陡坡缓降,-,-,-
长度(mm),4825,4825,4825
长*宽*高(mm),4825*1880*1469,4825*1880*1469,4825*1880*1469
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶等级,,,
轴距(mm),2800,2800,2800
轮圈材质,,,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,-,-
车载智能系统,,,
车载KTV,●,●,●
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机智能芯片,,,
车型名称,星瑞L 2024款 智擎 1.5TD 天宫版,星瑞L 2024款 智擎 1.5TD 星云版,星瑞L 2024款 智擎 1.5TD 星河版
车前雾灯,-,-,-
车内香氛装置,●,-,●
车内环境氛围灯,,-,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
负离子发生器,●,-,-
语音识别控制系统,,,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动头灯,●,●,●
能量回收系统,●,●,●
能源类型_y,油电混合,油电混合,油电混合
能源类型_x,油电混合,油电混合,油电混合
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车
简称,3挡DHT,3挡DHT,3挡DHT
第二排座椅调节,-,-,-
空调温度控制方式,,,
离去角(°),14,14,14
疲劳驾驶提示,●,-,-
电芯品牌,,,
电池类型,,,
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总马力(Ps),136,136,136
电动机总扭矩(N·m),320,320,320
电动机总功率(kW),100,100,100
电动机(Ps),136,136,136
电动座椅记忆功能,,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
温度分区控制,●,-,●
液晶仪表尺寸,,,
油箱容积(L),50,50,50
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),200,200,200
最大马力(Ps),163,163,163
最大满载质量(kg),2066,2066,2066
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,255,255,255
最大扭矩(N·m)_x,-,-,-
最大功率转速(rpm),-,-,-
最大功率(kW)_y,120,120,120
最大功率(kW)_x,-,-,-
最大净功率(kW),115,115,115
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1625,1625,1625
摄像头数量,,,
接近角(°),15,15,15
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,3,3,3
扬声器数量,,,
扬声器品牌名称,,-,
手机无线充电功能,,-,-
手机无线充电功率,,-,-
手机互联/映射,-,-,-
手机APP远程功能,,,
感应雨刷功能,,,
座椅材质,,,
座位数(个),,,
并线辅助,●,-,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1880,1880,1880
官方0-100km/h加速(s),7.5,7.5,7.5
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
后雨刷,-,-,-
后轮距(mm),1618,1618,1618
后轮胎规格,,,
后方碰撞预警,●,-,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4
厂商指导价(元),14.67万,12.67万,13.67万
厂商,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1618,1618,1618
前轮胎规格,,,
前电动机最大扭矩(N·m),320,320,320
前电动机最大功率(kW),100,100,100
前方碰撞预警,●,●,●
前排座椅功能,,-,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,○,○,○
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,-,●
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2023.12,2023.12,2023.12
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),4.22,4.22,4.22
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
DOW开门预警,●,-,●
AR-HUD增强现实抬头显示,●,-,-
ABS防抱死,●,●,●
4G/5G网络,,,
