Feature,69843,69844,69845,69858,69859,69860
高度(mm),1747,1747,1747,1747,1747,1747
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
首任车主质保政策,,,,,,
风阻系数(Cd),-,-,-,-,-,-
面部识别,-,-,●,-,-,●
隐藏电动门把手,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●
长度(mm),4715,4715,4715,4715,4715,4715
长*宽*高(mm),4715*1860*1747,4715*1860*1747,4715*1860*1747,4715*1860*1747,4715*1860*1747,4715*1860*1747
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,-,●,●,-,●,●
透明底盘/540度影像,●,●,●,●,●,●
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
辅助驾驶等级,-,,,-,,
轴距(mm),2710,2710,2710,2710,2710,2710
轮圈材质,,,,,,
车顶行李架,●,●,●,●,●,●
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,●,●,-,●,●
车道偏离预警系统,-,●,●,-,●,●
车道保持辅助系统,-,●,●,-,●,●
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车机智能芯片,,,,,,
车型名称,瑞虎8 PLUS C-DM 2025款 1.5T 90KM舒适型 5座,瑞虎8 PLUS C-DM 2025款 1.5T 90KM豪华型 5座,瑞虎8 PLUS C-DM 2025款 1.5T 90KM尊贵型 5座,瑞虎8 PLUS C-DM 2025款  1.5T 90KM舒适型 7座,瑞虎8 PLUS C-DM 2025款 1.5T 90KM豪华型 7座,瑞虎8 PLUS C-DM 2025款 1.5T 90KM尊贵型 7座
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,,,-,,
车内摄像头数量,-,-,,-,-,
车内化妆镜,,,,,,
车内中控锁,-,-,-,-,-,-
车内PM2.5过滤装置,-,-,●,-,-,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
语音连续识别,●,●,●,●,●,●
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
触摸式阅读灯,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,●,●,-,●,●
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合扭矩(N·m),530,530,530,530,530,530
系统综合功率(kW),265,265,265,265,265,265
系统综合功率(Ps),360,360,360,360,360,360
简称,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
第二排座椅调节,,,,,,
空调温度控制方式,,,,,,
空气质量监测,-,-,●,-,-,●
疲劳驾驶提示,-,-,●,-,-,●
电芯品牌,,,,,,
电池类型,,,,,,
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.32,0.32,0.32,0.32,0.32,0.32
电池快充时间(小时)_x,0.32,0.32,0.32,0.32,0.32,0.32
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204,204,204
电动机总扭矩(N·m),310,310,310,310,310,310
电动机总功率(kW),150,150,150,150,150,150
电动机(Ps),204,204,204,204,204,204
电动座椅记忆功能,-,-,,-,-,
电动后备厢位置记忆,-,●,●,-,●,●
电动后备厢,-,●,●,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
气缸数(个),4,4,4,4,4,4
