Feature,62442,62621,65987,66190,67753
高度(mm),1537,1537,1537,1537,1537
驾驶辅助影像,,,,,-
驾驶模式切换,,,,,-
驻车制动类型,,,,,
驱动电机数,单电机,单电机,双电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),0.23,0.23,0.23,0.23,0.23
陡坡缓降,-,-,-,-,-
长度(mm),4956,4956,4956,4956,4956
长*宽*高(mm),4956*1862*1537,4956*1862*1537,4956*1862*1537,4956*1862*1537,4956*1862*1537
钥匙类型,,,,,-
道路救援呼叫,●,●,●,●,-
道路交通标识识别,●,●,●,●,-
远程启动功能,,,,,-
远光灯光源,,,,,-
近光灯光源,,,,,-
辅助驾驶系统,,,,,-
辅助驾驶等级,,,,,-
轴距(mm),2965,2965,2965,2965,2965
轮圈材质,,,,,-
转向头灯,●,●,●,●,-
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,-
车道偏离预警系统,●,●,●,●,-
车道保持辅助系统,●,●,●,●,-
车载空气净化器,●,○,○,-,-
车载智能系统,,,,,-
车载KTV,●,●,●,●,-
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,-
车联网,●,●,●,●,-
车窗防夹手功能,●,●,●,●,-
车窗一键升降功能,,,,,-
车型名称,大众ID.7 VIZZION 2024款 PRO,大众ID.7 VIZZION 2024款 首发版,大众ID.7 VIZZION 2024款 PRIME,大众ID.7 VIZZION 2024款 AIR,大众ID.7 VIZZION 2024款 170kw 后驱版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,,,-
车内化妆镜,,,,,-
车内中控锁,●,●,●,●,-
车内PM2.5过滤装置,●,●,●,●,-
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,-
负离子发生器,●,○,○,-,-
语音连续识别,●,●,●,●,-
语音识别控制系统,,,,,-
语音助手唤醒词,,,,,-
语音分区域唤醒识别,,,,,-
语音免唤醒词,●,●,●,●,-
记忆泊车,●,●,●,-,-
触摸式阅读灯,●,●,●,●,-
行车电脑显示屏幕,,,,,-
蓝牙/车载电话,●,●,●,●,-
自适应远近光,●,●,●,●,-
自动驻车,●,●,●,●,-
自动泊车入位,●,●,●,-,-
自动头灯,●,●,●,●,-
自动变道辅助,●,●,●,-,-
能量回收系统,●,●,●,●,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,-
缺气保用轮胎,●,●,●,●,-
级别,中型车,中型车,中型车,中型车,中型车
