Feature,1013479,1013480,1013481,1016387,1016388
高度(mm),2910,2910,2910,2156,2910
驾驶辅助影像,,,,,
驾驶模式切换,-,-,-,-,-
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
陡坡缓降,●,●,●,●,●
限滑差速器/差速锁,,,,,
长度(mm),5990,5990,5990,5990,5990
长*宽*高(mm),5990×2320×2910,5990×2320×2910,5990×2320×2910,5990*2330*2156,5990×2320×2910
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
近光灯光源,,,,,
轴距(mm),3470,3470,3470,3470,3470
轮圈材质,,,,,
车门数(个),4,4,4,4,4
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车载冰箱,●,●,●,●,●
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,-,-,-,-,-
车型名称,上汽大通MAXUS T90房车 2022款 2.0T探索家T90纵横越野绿-防爆漆,上汽大通MAXUS T90房车 2022款 2.0T探索家T90纵横越野绿,上汽大通MAXUS T90房车 2022款 2.0T探索家T90纵横皓月白,上汽大通MAXUS T90房车 2023款 2.0T探索家星际H升顶版,上汽大通MAXUS T90房车 2023款 2.0T探索家星际H纵横版
车前雾灯,,,,,
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),-,-,-,-,-
语音识别控制系统,-,-,-,-,-
行车电脑显示屏幕,,,,,
行程(mm),-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,-,-,-,-
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能源类型,柴油,柴油,柴油,柴油,柴油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知
级别,皮卡,皮卡,皮卡,皮卡,皮卡
简称,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,0号,0号,0号,0号,0号
燃料形式,柴油,柴油,柴油,柴油,柴油
温度分区控制,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),80,80,80,80,80
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),180,180,180,180,180
最小离地间隙(mm),-,-,-,-,-
最大马力(Ps),218,218,218,218,218
最大载重质量(kg),-,-,-,-,-
最大满载质量(kg),-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,500,500,500,500,500
最大扭矩(N·m)_x,500,500,500,500,500
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,160,160,160,160,160
最大功率(kW)_x,160,160,160,160,160
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,●,●,●
方向盘位置调节,,,,,
整车质保,-,-,-,-,-
整备质量(kg),-,-,-,-,-
排量(mL),1996,1996,1996,1996,1996
挡位个数,8,8,8,8,8
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),4,4,4,4,4
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,-,-,-,-,-
宽度(mm),2320,2320,2320,2330,2320
安全带未系提醒,,,,,
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
后雨刷,-,-,-,-,-
后轮距(mm),-,-,-,-,-
后轮胎规格,265/60 R18,265/60 R18,265/60 R18,265/60 R18,265/60 R18
后排车门开启方式,-,-,-,-,-
后排独立空调,●,●,●,●,●
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●,●,●
发动机型号,-,-,-,-,-
发动机,2.0T 218马力 L4,2.0T 218马力 L4,2.0T 218马力 L4,2.0T 218马力 L4,2.0T 218马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),42.88万,40.38万,39.88万,41.88万,39.88万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,265/60 R18,265/60 R18,265/60 R18,265/60 R18,265/60 R18
前排座椅功能,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
充电桩价格,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
