Feature,54719,54720,61534,61535
高度(mm),1310,1310,1310,1310
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,手刹,手刹,手刹,手刹
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
首任车主质保政策,-,-,-,-
陡坡缓降,-,-,-,-
限滑差速器/差速锁,,,,
长度(mm),4280,4280,4280,4280
长*宽*高(mm),4280*1775*1310,4280*1775*1310,4280*1775*1310,4280*1775*1310
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
运动风格座椅,●,●,●,●
辅助驾驶系统,-,,-,
轴距(mm),2575,2575,2575,2575
轮圈材质,,,,
转向头灯,●,●,●,●
车门数(个),2,2,2,2
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,●,-,●
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,硬顶跑车,硬顶跑车,硬顶跑车,硬顶跑车
车身结构_x,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,斯巴鲁BRZ 2022款 2.4L 手动版,斯巴鲁BRZ 2022款 2.4L 自动版EyeSight,斯巴鲁BRZ 2023款 2.4L 手动10周年纪念版,斯巴鲁BRZ 2023款 2.4L 自动10周年纪念版EyeSight
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,,,,
行车电脑显示屏幕,,,,
行程(mm),86,86,86,86
蓝牙/车载电话,●,●,●,●
自适应远近光,-,●,-,●
自动驻车,-,-,-,-
自动头灯,●,●,●,●
膝部气囊,●,●,●,●
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
