Feature,66715,66716,66834,66850
高精地图,●,●,●,●
高度(mm),1485,1485,1485,1485
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,双电机,双电机,单电机,双电机
驱动方式,,,,
风阻系数(Cd),0.21,0.21,0.21,0.21
隐藏电动门把手,●,●,●,●
陡坡缓降,-,-,-,-
长度(mm),5108,5108,5108,5108
长*宽*高(mm),5108*1960*1485,5108*1960*1485,5108*1960*1485,5108*1960*1485
钥匙类型,,,,
遥控泊车,●,●,●,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
透明底盘/540度影像,●,●,●,●
远程启动功能,,,,
远程召唤,○,○,○,○
远光灯光源,,,,
近光灯光源,,,,
运动风格座椅,●,●,●,●
辅助驾驶芯片,,,,
辅助驾驶系统,,,,
辅助驾驶等级,,,,
轴距(mm),3100,3100,3100,3100
轮圈材质,,,,
转向辅助灯,-,●,-,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车载智能系统,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车机智能芯片,,,,
车型名称,智己L7 2024款 MAX 长续航性能版,智己L7 2024款 MAX 长续航旗舰版,智己L7 2024款 MAX 超长续航版,智己L7 2024款 MAX SP 特别版
车前雾灯,-,-,-,-
车内香氛装置,○,○,○,○
车内环境氛围灯,,,,
车内摄像头数量,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,,,
负离子发生器,●,●,●,●
语音连续识别,●,●,●,●
语音识别控制系统,,,,
语音助手唤醒词,,,,
语音分区域唤醒识别,,,,
语音免唤醒词,●,●,●,●
记忆泊车,○,○,○,○
触摸式阅读灯,●,●,●,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
芯片总算力,,,,
自适应远近光,●,●,●,●
自动驾驶辅助路段,,,,
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动开合车门,○,○,○,○
自动头灯,●,●,●,●
自动变道辅助,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
级别,中大型车,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,
第二排座椅电动调节,●,●,●,●
第二排座椅功能,,,,
空调温度控制方式,,,,
空气质量监测,●,●,●,●
离去角(°),17,17,17,17
百公里耗电量(kWh/100km),15.4,15.4,13.4,15.4
疲劳驾驶提示,●,●,●,●
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.74,1.74,1.52,1.74
电池预加热,●,●,●,●
电池能量密度(Wh/kg),195,195,195,195
电池能量(kWh),90,90,90,90
电池类型,,,,
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,后置,前置+后置
电动机总马力(Ps),578,578,340,578
电动机总扭矩(N·m),725,725,475,725
电动机总功率(kW),425,425,250,425
电动机(Ps),578,578,340,578
电动座椅记忆功能,,,,
电动吸合车门,,,,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,●,●,●,●
灯光特色功能,-,,-,
激光雷达线数,,,,
激光雷达数量,,,,
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,-,-
毫米波雷达数量,,,,
最高车速(km/h),200,200,200,200
最大满载质量(kg),2735,2735,2535,2735
最大扭矩(N·m),725,725,475,725
最大功率(kW),425,425,250,425
