Feature,37379,61737,61795,61796,61797
高度(mm),1786,1786,1786,1786,1786
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置前驱,前置前驱,前置前驱,前置四驱
首任车主质保政策,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
长度(mm),4983,4983,4983,4983,4983
长*宽*高(mm),4983*1967*1786,4983*1967*1786,4983*1967*1786,4983*1967*1786,4983*1967*1786
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
透明底盘/540度影像,●,●,-,●,●
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
辅助驾驶等级,,,-,-,
轴距(mm),2915,2915,2915,2915,2915
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,-,-,●
车道偏离预警系统,●,●,-,-,●
车道保持辅助系统,●,●,-,-,●
车载空气净化器,●,-,-,-,-
车载智能系统,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门6座SUV,5门6座SUV,5门6座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,-,●,●
车窗一键升降功能,,,-,,
车机智能芯片,,,,,
车型名称,荣威RX9 2023款 2.0T 四驱尊享版,荣威RX9 2023款 2.0T 两驱越享版,荣威RX9 2023款 2.0T 两驱舒享版,荣威RX9 2023款 2.0T 两驱优享版,荣威RX9 2023款 2.0T 四驱越享版
车前雾灯,,,,,
车内环境氛围灯,,,-,-,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
