Feature,60605,62478,65330,66832,68969
高度(mm),1684,1684,1681,1681,1684
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
面部识别,○,○,-,-,○
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
长度(mm),4892,4892,4892,4892,4892
长*宽*高(mm),4892*1905*1684,4892*1905*1684,4892*1905*1681,4892*1905*1681,4892*1905*1684
钥匙类型,,,,,
道路救援呼叫,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),2954,2954,2954,2954,2954
轮圈材质,,,,,
车顶行李架,●,●,●,●,●
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,-,-,-,-,-
车载智能系统,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,,,
车型名称,别克E5 2023款 臻享标准续航版,别克E5 2023款 臻享长续航版,别克E5 2023款 先锋版,别克E5 2024款 先锋Pro版,别克E5 2024款 臻享标续影音版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,-,-,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
