Feature,31322,31323,34621,34622,39443,39444
最大扭矩(N·m)_y,150,150,170,202,150,150
最大扭矩(N·m)_x,150,150,170,202,150,150
最大功率转速(rpm),6500,6500,6000,6500,6500,6500
最大功率(kW)_y,88,88,92,125,88,88
最大功率(kW)_x,88,88,92,125,88,88
无钥匙启动系统,-,-,●,●,-,●
方向盘记忆,-,-,-,-,-,-
方向盘换挡,-,-,-,●,-,-
方向盘加热,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1247,1300,1352,-,-,-
整体主动转向系统,-,-,-,-,-,-
排量(mL),1497,1497,999,1999,1497,1497
挡位个数,5,6,6,6,6,6
手势控制,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5
并线辅助,-,-,-,-,-,-
工信部综合油耗(L/100km),6.2,6.6,6.3,7.8,6.6,6.6
尾门玻璃独立开启,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1785,1785,1785,1785,1785,1785
实测油耗(L/100km),-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-
多功能方向盘,-,-,●,●,●,●
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,适时四驱,-,-
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),1560,1560,1560,1560,1560,1560
后轮胎规格,205/60 R16,205/60 R16,205/50 R17,205/50 R17,205/50 R17,205/50 R17
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,●,●,-,-
后排控制多媒体,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,5挡手动,6挡自动,6挡自动,6挡手自一体,6挡自动,6挡自动
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-
发动机启停技术,-,-,●,●,-,-
发动机,1.5L 120马力 L3,1.5L 120马力 L3,1.0T 125马力 L3,2.0L 170马力 L4,1.5L 120马力 L3,1.5L 120马力 L3
压缩比,11,11,10,12,11,11
厂商指导价(元),7.98万,8.98万,12.58万,15.58万,10.78万,12.08万
厂商,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前轮距(mm),1555,1555,1555,1555,1555,1555
前轮胎规格,205/60 R16,205/60 R16,205/50 R17,205/50 R17,205/50 R17,205/50 R17
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,主●&nbsp;/&nbsp;副-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-
中央差速器结构,-,-,-,多片离合器,-,-
上市时间,2017.09,2017.09,2018.05,2018.05,2019.06,2019.06
上坡辅助,●,●,●,●,●,●
OTA升级,-,-,-,-,-,-
LED日间行车灯,-,-,●,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,○,○,●,●,●,●
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
