Feature,65345,65346,65516,65517,65518
高度(mm),1560,1560,1560,1560,1560
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,双电机,单电机,单电机,单电机
驱动方式,后置后驱,双电机四驱,后置后驱,后置后驱,后置后驱
首任车主质保政策,-,-,-,-,-
面部识别,●,●,-,●,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
防侧翻系统,●,●,●,●,●
长度(mm),4840,4840,4840,4840,4840
长*宽*高(mm),4840*1950*1560,4840*1950*1560,4840*1950*1560,4840*1950*1560,4840*1950*1560
钥匙类型,,,,,
遥控泊车,●,●,●,●,●
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
运动风格座椅,●,●,●,●,●
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),2930,2930,2930,2930,2930
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车载智能系统,,,,,
车载KTV,●,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,宋L 2024款 662km 卓越型,宋L 2024款 602km 四驱卓越型,宋L 2024款 550km 超越型,宋L 2024款 550km 卓越型,宋L 2024款 662km 超越型
车前雾灯,-,-,-,-,-
车内香氛装置,●,●,-,●,-
车内环境氛围灯,,,-,,-
车内摄像头数量,,,-,-,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,-,-,-
自动头灯,●,●,●,●,●
自动变道辅助,●,●,-,-,-
膝部气囊,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,
第二排座椅功能,,,-,,-
空调温度控制方式,,,,,
离去角(°),19,19,19,19,19
百公里耗电量(kWh/100km),14.8,16.5,14.9,14.9,14.8
疲劳驾驶提示,●,●,-,●,-
电芯品牌,弗迪,弗迪,弗迪,弗迪,弗迪
电能当量燃料消耗量(L/100km),1.67,1.86,1.68,1.68,1.67
电池预加热,●,●,●,●,●
电池能量(kWh),87.04,87.04,71.8,71.8,87.04
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,后置,后置
电动机总扭矩(N·m),360,670,310,310,360
电动机总功率(kW),230,380,150,150,230
电动机总功率(Ps),313,517,204,204,313
电动机(Ps),313,517,204,204,313
电动扰流板,●,●,-,●,-
电动座椅记忆功能,,,-,,-
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
最高车速(km/h),201,201,199,199,201
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7
最大满载质量(kg),2640,2760,2533,2533,2640
最大扭矩(N·m),360,670,310,310,360
最大功率(kW),230,380,150,150,230
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
旋转大屏,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,-,-,-
方向盘位置调节,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),2265,2385,2158,2158,2265
摄像头数量,,,,,
接近角(°),16,16,16,16,16
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,,,-,,-
手机无线充电功能,,,,,
手机无线充电功率,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充时间(小时)_y,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-
感应雨刷功能,,,,,
感应后备厢,●,●,-,-,-
快充电量百分比,30-80,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持
快充功率(kW),140,140,115,115,140
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950
官方0-100km/h加速(s),6.9,4.3,8.5,8.5,6.9
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,-,-,-,-,-
地图品牌,,,,,
四驱形式,-,电动四驱,-,-,-
哨兵模式/千里眼,●,●,●,●,●
后雨刷,-,-,-,-,-
后轮距(mm),1682,1682,1682,1682,1682
后轮胎规格,265/45 R20,265/45 R20,255/50 R19,255/50 R19,265/45 R20
后电动机最大扭矩(N·m),360,360,310,310,360
后电动机最大功率(kW),230,230,150,150,230
后方碰撞预警,●,●,●,●,●
后排独立空调,●,●,-,●,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),410-1053,410-1053,410-1053,410-1053,410-1053
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可见即可说,●,●,●,●,●
