Feature,62453,62454,62455,64442,64443,68206,68207,68208,68209,68210
高度(mm),1687,1692,1696,1706,1706,1687,1692,1696,1706,1706
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动方式,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,●,-,-,-,-,●
长度(mm),4638,4638,4638,4638,4638,4638,4638,4638,4638,4638
长*宽*高(mm),4638*1834*1687,4638*1834*1692,4638*1834*1696,4638*1834*1706,4638*1834*1706,4638*1834*1687,4638*1834*1692,4638*1834*1696,4638*1834*1706,4638*1834*1706
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●
远程启动功能,-,-,-,-,,-,-,-,-,
远光灯光源,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
辅助驾驶等级,,,,,,,,,,
轴距(mm),2829,2829,2829,2829,2829,2829,2829,2829,2829,2829
轮圈材质,,,,,,,,,,
转向头灯,-,-,-,○,○,-,-,-,○,○
车顶行李架,●,●,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,-,-,-,-,-,-,○
车道偏离预警系统,-,-,-,-,○,-,-,-,-,○
车道保持辅助系统,-,-,-,-,○,-,-,-,-,○
车载空气净化器,-,-,-,-,-,-,-,-,-,-
车载智能系统,,,,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,奔驰GLB 2024款 GLB 200 动感型,奔驰GLB 2024款 GLB 200 时尚型,奔驰GLB 2024款 GLB 220 动感型,奔驰GLB 2024款 GLB 220 时尚型,奔驰GLB 2024款 GLB 220 4MATIC,奔驰GLB 2024款 改款 GLB 200 动感型,奔驰GLB 2024款 改款 GLB 200 时尚型,奔驰GLB 2024款 改款 GLB 220 动感型,奔驰GLB 2024款 改款 GLB 220 时尚型,奔驰GLB 2024款 改款 GLB 220 4MATIC
车前雾灯,-,-,-,-,,-,-,-,-,
车内环境氛围灯,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,-,-,-,-,○
能源类型_y,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排座椅调节,,,,,,,,,,
空调温度控制方式,,,,,,,,,,
离去角(°),24,24,24,25,25,24,24,24,25,25
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,-,-,-,,,-,-,-,,
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),52,52,52,52,60,52,52,52,52,60
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,210,210,205,200,200,210,210,205
最大马力(Ps),163,163,190,190,190,163,163,190,190,190
最大满载质量(kg),2105,2295,2145,2325,2385,2105,2295,2145,2325,2385
最大扭矩转速(rpm),2000-3500,2000-3500,1800-4000,1800-4000,1800-4000,2000-3500,2000-3500,1800-4000,1800-4000,1800-4000
最大扭矩(N·m)_y,270,270,300,300,300,270,270,300,300,300
最大扭矩(N·m)_x,270,270,300,300,300,270,270,300,300,300
最大功率转速(rpm),5500,5500,6100,6100,6100,5500,5500,6100,6100,6100
最大功率(kW)_y,120,120,140,140,140,120,120,140,140,140
最大功率(kW)_x,120,120,140,140,140,120,120,140,140,140
最大净功率(kW),120,120,140,140,140,120,120,140,140,140
无钥匙进入功能,-,-,,,,-,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),1608,1656,1646,1718,1778,1608,1656,1646,1718,1778
接近角(°),19,19,19,20,20,19,19,19,20,20
排量(mL),1332,1332,1991,1991,1991,1332,1332,1991,1991,1991
换挡形式,,,,,,,,,,
挡位个数,7,7,8,8,8,7,7,8,8,8
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,,,,-,-,,,
手机无线充电功能,-,-,-,-,,-,-,-,-,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
感应雨刷功能,,,,,,,,,,
感应后备厢,-,-,-,-,●,-,-,-,-,●
座椅材质,,,,,,,,,,
座椅布局,-,,-,,,-,,-,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,○,-,-,-,-,○
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1834,1834,1834,1834,1834,1834,1834,1834,1834,1834
官方0-100km/h加速(s),10,10,8.8,8.8,8.6,10,10,8.8,8.8,8.6
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,,-,-,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1589,1589,1592,1589,1589,1589,1589,1592,1589,1589
后轮胎规格,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排侧隐私玻璃,-,-,-,-,●,-,-,-,-,●
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),703-1430,703-1430,703-1430,703-1430,703-1430,703-1430,703-1430,703-1430,703-1430,703-1430
后制动器类型,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
