Feature,60647,60648,60661,60662,60663,63702,63703,63704,63705,63706
高度(mm),1782,1782,1795,1797,1782,1782,1797,1782,1797,1797
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●
长度(mm),4941,4941,4930,4930,4941,4927,4927,4927,4927,4927
长*宽*高(mm),4941*2018*1782,4941*2018*1782,4930*1950*1795,4930*2010*1797,4941*2018*1782,4927*2018*1782,4927*2018*1797,4927*2018*1782,4927*2018*1797,4927*2018*1797
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,-,○,-,-,-,●,●,●,●,●
透明底盘/540度影像,-,-,-,-,-,●,○,●,●,○
远程启动功能,,,,,,,,,,
远光灯光源,,,,,,,,,,
进气形式,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压,涡轮增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
运动外观套件,●,●,-,●,●,●,●,●,-,-
辅助驾驶等级,-,,-,-,-,,,,,
轴距(mm),2995,2995,2995,2995,2995,2995,2995,2995,2995,2995
轮圈材质,,,,,,,,,,
转向头灯,○,○,-,○,○,●,○,○,○,-
车顶行李架,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,奔驰GLE 2023款 GLE 450 4MATIC 时尚型,奔驰GLE 2023款 GLE 450 4MATIC 豪华型,奔驰GLE 2023款 GLE 350 4MATIC 动感型,奔驰GLE 2023款 GLE 350 4MATIC 时尚型,奔驰GLE 2023款 GLE 450 4MATIC 动感型,奔驰GLE 2024款 GLE 450 4MATIC 豪华型,奔驰GLE 2024款 GLE 450 4MATIC 动感型,奔驰GLE 2024款 GLE 450 4MATIC 时尚型,奔驰GLE 2024款 GLE 350 4MATIC 时尚型,奔驰GLE 2024款 GLE 350 4MATIC 动感型
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内香氛装置,○,○,-,-,○,●,-,-,-,-
车内环境氛围灯,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,,-,-,-,,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,○,○,-,-,○,●,-,-,-,-
语音识别控制系统,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,○,-,-,-,●,●,●,●,●
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,,,,,,,,,-,-
第二排座椅电动调节,●,●,●,●,●,●,●,●,-,-
第二排座椅功能,-,-,-,-,-,,,,,
空调温度控制方式,,,,,,,,,,
空气悬架,●,●,-,-,●,●,-,●,-,-
离去角(°),27.7,27.7,24.4,24.6,27.7,27.3,24.4,27.3,24.4,24.4
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,-,-,,,-,,,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,,,-,,,,,,,-
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),85,85,85,85,85,85,85,85,85,85
气缸数(个),6,6,4,4,6,6,6,6,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),250,250,218,218,250,250,250,250,218,218
最大马力(Ps),367,367,258,258,367,367,367,367,258,258
最大满载质量(kg),3000,3000,2820,2820,3000,3000,3000,3000,2820,2820
最大扭矩转速(rpm),2000-4000,2000-4000,1800-4000,1800-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-3200,2000-3200
最大扭矩(N·m)_y,500,500,370,370,500,500,500,500,400,400
最大扭矩(N·m)_x,500,500,370,370,500,500,500,500,400,400
最大功率转速(rpm),6000,6000,6100,6100,6000,6000,6000,6000,5800,5800
最大功率(kW)_y,270,270,190,190,270,270,270,270,190,190
最大功率(kW)_x,270,270,190,190,270,270,270,270,190,190
最大净功率(kW),270,270,190,190,270,270,270,270,190,190
无钥匙进入功能,,,-,,-,,-,,,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,-,-,○,●,-,●,●,-
方向盘材质,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,○,○,○,○,○
方向盘位置调节,,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2364,2348,2185,2206,2348,2369,2348,2364,2206,2185
接近角(°),25,25,25.6,25.7,25,25,21.3,25,21.3,21.3
排量(mL),2498,2498,1991,1991,2498,2498,2498,2498,1999,1999
换挡形式,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,
手机无线充电功能,,,-,-,-,,,,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
手势控制,-,●,-,-,-,●,-,-,-,-
感应雨刷功能,,,,,,,,,,
感应后备厢,●,●,-,●,-,●,-,●,●,-
座椅材质,,,,,,,,,,
座椅布局,,,-,-,-,,-,,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,●,●,-,●,-,●,-,●,●,-
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),2018,2018,1950,2010,2018,2018,2018,2018,2018,2018
官方0-100km/h加速(s),5.9,5.9,7.4,7.4,5.9,5.9,5.9,5.9,7.3,7.3
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1728,1728,1728,1728,1728,1728,1728,1728,1728,1728
后轮胎规格,275/50 R20,275/50 R20,275/55 R19,275/50 R20,275/50 R20,315/40 R21,275/50 R20,275/50 R20,275/50 R20,275/55 R19
后排独立空调,○,●,-,-,○,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,●,-,-,-,●,-,-,-,-
后排座椅电动放倒,○,○,-,-,-,●,●,●,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,-,-,,,-,,-,-
可加热喷水嘴,-,-,-,-,-,○,○,○,○,○
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,256 925,256 925,264 920,264 920,256 925,256 925,256 925,256 925,254 920,254 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,2.5T 367马力 L6,2.5T 367马力 L6,2.0T 258马力 L4,2.0T 258马力 L4,2.5T 367马力 L6,2.5T 367马力 L6,2.5T 367马力 L6,2.5T 367马力 L6,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),83.98万,88.05万,69.98万,73.58万,80.48万,88.98万,79.28万,83.98万,71.18万,69.98万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1679,1679,1679,1679,1679,1679,1679,1679,1679,1679
前轮胎规格,275/50 R20,275/50 R20,275/55 R19,275/50 R20,275/50 R20,275/45 R21,275/50 R20,275/50 R20,275/50 R20,275/55 R19
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,●,-,-,-,●,-,-,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.11,2022.11,2022.11,2022.11,2022.11,2023.07,2023.07,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.3,9.3,9.8,9.8,9.3,9.9,9.9,9.3,9.1,9.1
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,-,○,○,●,○,○,○,-
ETC装置,○,○,○,○,○,○,○,○,○,○
AR实景导航,-,●,-,-,-,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
