Feature,57592,59826,59827,59828,59829,59830,62301
高度(mm),1640,1610,1630,1610,1630,1640,1610
驾驶辅助影像,,-,,,,,-
驾驶模式切换,,-,-,,,,-
驻车制动类型,电子驻车,手刹,手刹,手刹,手刹,电子驻车,手刹
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4365,4350,4350,4350,4350,4365,4350
长*宽*高(mm),4365*1750*1640,4350*1750*1610,4350*1750*1630,4350*1750*1610,4350*1750*1630,4365*1750*1640,4350*1750*1610
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远程启动功能,,-,-,-,-,-,-
远光灯光源,,,,,,,
进气形式,涡轮增压,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压,自然吸气
近光灯光源,,,,,,,
运动风格座椅,●,-,-,-,-,-,-
运动外观套件,●,-,-,-,-,●,-
轴距(mm),2550,2550,2550,2550,2550,2550,2550
轮圈材质,,,,,,,
车顶行李架,●,-,●,-,●,-,-
车门数(个),5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,-,○,○,○,●,-
车联网,●,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-
车型名称,五菱星驰 2022款 1.5T CVT潮酷型,五菱星驰 2022款 1.5L 手动自由型,五菱星驰 2022款 1.5L 手动自在型,五菱星驰 2022款 1.5L CVT畅玩型,五菱星驰 2022款 1.5L CVT畅享型,五菱星驰 2022款 1.5T CVT潮玩型,五菱星驰 2023款 1.5L CVT畅爽型
车前雾灯,,-,,-,,-,-
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,,-,,-,,-,-
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,-,●,-,●,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,-,●,●,●,●,-
自适应远近光,-,-,-,-,-,-,-
自动驻车,●,-,-,-,-,●,-
自动头灯,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,CVT无级变速(模拟8挡),6挡手动,6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
第二排座椅调节,,-,,,,,-
空调温度控制方式,,,,,,,
离去角(°),26,25,25,25,25,26,25
疲劳驾驶提示,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,-,○,○,○,●,-
燃油标号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45,45
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),175,165,165,165,165,175,165
最大马力(Ps),147,99,99,99,99,147,99
最大满载质量(kg),1720,1620,1620,1680,1680,1720,1680
最大扭矩转速(rpm),2200-3400,3400-4400,3400-4400,3400-4400,3400-4400,2200-3400,3400-4400
最大扭矩(N·m)_y,250,143,143,143,143,250,143
最大扭矩(N·m)_x,250,143,143,143,143,250,143
最大功率转速(rpm),5200,5800,5800,5800,5800,5200,5800
最大功率(kW)_y,108,73,73,73,73,108,73
最大功率(kW)_x,108,73,73,73,73,108,73
最大净功率(kW),104,70,70,70,70,104,70
无钥匙进入功能,,-,-,,,,-
无钥匙启动系统,●,-,-,●,●,●,-
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1320,1190,1230,1240,1285,1300,1240
接近角(°),19,18,18,18,18,19,18
排量(mL),1451,1485,1485,1485,1485,1451,1485
换挡形式,,,,,,,
挡位个数,8,6,6,8,8,8,8
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-
巡航系统,,-,,-,,,-
导航路况信息显示,●,-,-,-,-,-,-
宽度(mm),1750,1750,1750,1750,1750,1750,1750
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,-,,-,,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-
后雨刷,●,-,●,●,●,●,-
后轮距(mm),1508,1496,1508,1508,1508,1508,1508
后轮胎规格,215/55 R17,205/60 R16,205/60 R16,205/60 R16,205/60 R16,215/55 R17,205/60 R16
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),322-1077,322-1077,322-1077,322-1077,322-1077,322-1077,322-1077
后制动器类型,盘式,鼓式,盘式,盘式,盘式,盘式,鼓式
变速箱类型,无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),6挡手动,6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,LJO,LAR,LAR,LAR,LAR,LJO,LAR
发动机启停技术,-,-,-,-,-,-,-
发动机,1.5T 147马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5T 147马力 L4,1.5L 99马力 L4
厂商指导价(元),8.68万,5.68万,6.78万,7.18万,7.68万,7.98万,6.58万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
