Feature,63807,65755
高度(mm),1760,1760
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,前置前驱,前置前驱
首任车主质保政策,-,-
面部识别,●,-
陡坡缓降,●,●
长度(mm),4920,4920
长*宽*高(mm),4920*1900*1760,4920*1900*1760
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,●,-
透明底盘/540度影像,●,●
远程启动功能,,
远光灯光源,,
进气形式,自然吸气,自然吸气
近光灯光源,,
辅助驾驶等级,,-
轴距(mm),2930,2930
轮圈材质,,
车门数(个),5,5
车门开启方式,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,●,-
车道保持辅助系统,●,-
车载空气净化器,-,-
车载智能系统,,
车载KTV,●,●
车身结构_y,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车机智能芯片,,
车型名称,传祺E8 2024款 150km MAX,传祺E8 2024款 150km PRO
车前雾灯,-,-
车内环境氛围灯,,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
超声波雷达数量,,
语音识别控制系统,,
语音分区域唤醒识别,,
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,-
自动驻车,●,●
自动头灯,●,-
能量回收系统,●,●
能源类型,插电式混合动力,插电式混合动力
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中型MPV,中型MPV
简称,2挡DHT,2挡DHT
第二排独立座椅,●,●
第二排座椅调节,,
第二排座椅电动调节,●,-
第二排座椅功能,,-
第三排座椅调节,,
空调温度控制方式,,
离去角(°),17,17
百公里耗电量(kWh/100km),18,18
疲劳驾驶提示,-,-
电芯品牌,江苏正力,江苏正力
电池能量(kWh),25.57,25.57
电池组质保,-,-
电池类型,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置,前置
电动机总扭矩(N·m),300,300
电动机总功率(kW),134,134
电动机总功率(Ps),182,182
电动机(Ps),182,182
电动座椅记忆功能,,
电动后备厢位置记忆,●,-
电动后备厢,●,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),50,50
气缸数(个),4,4
气缸排列形式,L,L
毫米波雷达数量,,-
每缸气门数(个),4,4
最高车速(km/h),170,170
最大马力(Ps),140,140
最大满载质量(kg),2700,2700
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,180,180
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),-,-
最大功率(kW)_y,103,103
最大功率(kW)_x,-,-
最大净功率(kW),103,103
最低荷电状态油耗(L/100km),5.7,5.7
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,-,-
整备质量(kg),2175,2112
摄像头数量,,
接近角(°),13,13
排量(mL),1999,1999
换挡形式,,
挡位个数,2,2
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,-
手机无线充电功率,,-
手机互联/映射,-,-
手机APP远程功能,,
慢充时间(小时)_y,3.5,3.5
慢充时间(小时)_x,3.5,3.5
感应雨刷功能,,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,0.5,0.5
快充时间(小时)_x,0.5,0.5
快充功能,支持,支持
座椅材质,,
座椅布局,,
座位数(个),7,7
并线辅助,-,-
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),1900,1900
官方0-100km/h加速(s),8.8,8.8
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,补胎工具,补胎工具
地图品牌,,
四驱形式,-,-
后雨刷,●,●
后轮距(mm),1640,1640
后轮胎规格,225/50 R18,225/50 R18
后排独立空调,●,●
后排杯架,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,●,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●
后备厢容积(L),345-1917,345-1917
后制动器类型,盘式,盘式
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,4B20L1,4B20L1
发动机,2.0L 140马力 L4,2.0L 140马力 L4
厂商指导价(元),22.98万,20.98万
厂商,广汽乘用车,广汽乘用车
卫星导航系统,●,●
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1618,1618
前轮胎规格,225/50 R18,225/50 R18
前电动机最大扭矩(N·m),300,300
前电动机最大功率(kW),134,134
前方碰撞预警,●,-
前排座椅功能,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
侧滑门形式,,
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,2023.11,2023.11
上坡辅助,●,●
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),1.13,1.13
WLTC纯电续航里程(km)_y,116,116
WLTC纯电续航里程(km)_x,116,116
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,-
ISOFIX儿童座椅接口,●,●
CLTC纯电续航里程(km)_y,150,150
CLTC纯电续航里程(km)_x,150,150
ABS防抱死,●,●
4G/5G网络,,
