Feature,68168,69107,69836,70069,70634,71174
高度(mm),1634,1634,1634,1634,1634,1634
高压快充,支持,支持,支持,支持,-,-
高压平台（V）,800,800,800,800,400,400
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,双电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
风阻系数(Cd),0.219,0.219,0.219,0.219,0.247,0.247
面部识别,●,●,●,●,●,●
零重力座椅,,,,,,
隐藏电动门把手,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●
长度(mm),4956,4956,4956,4956,4956,4956
长*宽*高(mm),4956*1981*1634,4956*1981*1634,4956*1981*1634,4956*1981*1634,4956*1981*1634,4956*1981*1634
钥匙类型,,,,,,
配气机构,-,-,-,-,DOHC,DOHC
遥控泊车,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,-,-,-,-,涡轮增压,涡轮增压
近光灯光源,,,,,,
辅助驾驶系统,,,,,,
辅助驾驶等级,,,,,,
轴距(mm),2950,2950,2950,2950,2950,2950
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●
车载智能系统,,,,,,
车载冰箱,●,●,○,●,○,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车外扬声器数量,,,,,,
车型名称,智界R7 2024款 纯电 736km UItra,智界R7 2024款 纯电 667km Max,智界R7 2024款 纯电 667km Pro,智界R7 2024款 纯电 802km Max,智界R7 2025款 增程 251km Pro,智界R7 2025款 增程 251km Max
车前雾灯,-,-,-,-,-,-
车内香氛装置,●,●,●,●,●,●
车内环境氛围灯,,,,,,
车内摄像头数量,,,,,,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
负离子发生器,●,●,●,●,●,●
语音连续识别,●,●,●,●,●,●
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
语音免唤醒词,●,●,●,●,●,●
记忆泊车,○,○,○,○,○,○
触摸式阅读灯,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●
自动驾驶辅助路段,,,,,,
自动驻车,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
自动变道辅助,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型_y,纯电动,纯电动,纯电动,纯电动,增程式,增程式
能源类型_x,纯电动,纯电动,纯电动,纯电动,增程式,增程式
胎压监测功能,,,,,,
缸盖材料,-,-,-,-,铝合金,铝合金
缸体材料,-,-,-,-,铝合金,铝合金
