Feature,68590,68591,68592,68593,68594,72460,72754
高度(mm),1452,1454,1452,1454,1454,1454,1452
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动方式,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4728,4838,4728,4838,4838,4838,4728
长*宽*高(mm),4728*1827*1452,4838*1827*1454,4728*1827*1452,4838*1827*1454,4838*1827*1454,4838*1827*1454,4728*1827*1452
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,●
远程启动功能,,,,,,,
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,
辅助驾驶等级,,,,,,-,-
辅助泊车入位,●,●,●,●,●,●,●
辅助变道,○,○,○,○,●,-,-
轴距(mm),2851,2961,2851,2961,2961,2961,2851
轮圈材质,,,,,,,
转向头灯,○,○,○,○,●,-,-
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,○,○,○,○,●,-,-
车道偏离预警系统,●,●,●,●,●,●,●
车道保持辅助系统,○,○,○,○,●,-,-
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,,,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车机智能芯片,,,,,,,
车型名称,宝马3系 2025款 325i M运动套装,宝马3系 2025款 325Li M运动套装,宝马3系 2025款 330i M运动曜夜套装,宝马3系 2025款 330Li M运动曜夜套装,宝马3系 2025款 330Li 尊享型 M运动曜夜套装,宝马3系 2025款 330Li 50周年限量版,宝马3系 2025款 330i 50周年限量版
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,
语音识别控制系统,,,,,,,
被动行人保护,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
离去角(°),18,18,18,18,18,18,18
疲劳驾驶提示,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,
电动后备厢,○,●,○,●,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),59,59,59,59,59,59,59
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
