Feature,1013758,1013763,1013764,1013765
高度(mm),1710,1710,1710,1710
驾驶辅助影像,-,-,-,-
驾驶模式切换,-,-,-,-
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
陡坡缓降,-,-,-,-
长度(mm),5520,5520,4980,5080
长*宽*高(mm),5520×1730×1710,5520×1730×1710,4980×1750×1710,5080×1750×1710
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
轴距(mm),3380,3380,3025,3025
轮圈材质,,,,
车门数(个),4,4,4,4
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,长安凯程F300 2022款 1.5L后浪版长轴DAM15KL,长安凯程F300 2022款 1.5L真香版长轴DAM15KL,长安凯程F300 2022款 1.5L真香版标轴DAM15KL,长安凯程F300 2022款 1.5L后浪版标轴DAM15KL
车前雾灯,,,,
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),2020x1465x400,2020x1465x400,1500x1415x480,1500x1415x480
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,-,-,-,-
行程(mm),87.1,87.1,87.1,87.1
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),74,74,74,74
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动
