Feature,62426,62427,62428,62429
高度(mm),1540,1540,1540,1540
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),3650,3650,3650,3650
长*宽*高(mm),3650*1670*1540,3650*1670*1540,3650*1670*1540,3650*1670*1540
钥匙类型,,,,
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
运动风格座椅,●,●,●,●
轴距(mm),2390,2390,2390,2390
轮圈材质,,,,
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车载智能系统,-,,,
车身结构_y,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门4座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,○,○,●
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,花仙子 2023款 200km 薰衣草 30kW,花仙子 2023款 251km 四叶草 36kW,花仙子 2023款 301km 四叶草 36kW,花仙子 2023款 301km 满天星 36kW
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,-,,,
语音助手唤醒词,-,,,
语音分区域唤醒识别,-,,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动头灯,-,-,-,-
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),25,25,25,25
百公里耗电量(kWh/100km),11.5,11.1,11.1,11.1
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
