Feature,1006460,1006461,1006462,1006463,1006464
高度(mm),2285,2285,2285,2285,2285
驾驶辅助影像,-,-,-,-,-
驾驶模式切换,-,-,-,-,-
驻车制动类型,-,-,-,-,-
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,-,-,-,-,-
长度(mm),5380,5380,5380,5380,5380
长*宽*高(mm),5380×1880×2285,5380×1880×2285,5380×1880×2285,5380×1880×2285,5380×1880×2285
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,自然吸气,涡轮增压,涡轮增压
近光灯光源,,,,,
轴距(mm),3110,3110,3110,3110,3110
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-
车型名称,九龙A5 2018款 2.0T豪华型,九龙A5 2018款 2.8T豪华型,九龙A5 2018款 2.7L豪华型,九龙A5 2018款 2.0T经济型,九龙A5 2018款 2.8T经济型
车前雾灯,,,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,○,○
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
能源类型_y,汽油,柴油,汽油,汽油,柴油
能源类型_x,汽油,柴油,汽油,汽油,柴油
胎压监测功能,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁
级别,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,,,,,
空调温度控制方式,,,,,
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国V,国V,国IV,国V,国V
环保标准_x,国V,国V,国IV,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,0号,92号,92号,0号
温度分区控制,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),70,70,70,70,70
