Feature,61899,64054
多功能方向盘,●,●
外后视镜功能,,
备胎规格,补胎工具,补胎工具
地图品牌,,
四驱形式,电动四驱,电动四驱
后雨刷,●,●
后轮距(mm),1630,1630
后轮胎规格,265/45 R21,265/45 R21
后电动机最大扭矩(N·m),350,350
后电动机最大功率(kW),200,200
后方碰撞预警,●,●
后排独立空调,●,●
后排杯架,●,●
后排座椅放倒形式,,
后排小桌板,●,●
后排侧隐私玻璃,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),235-940,235-1655
后制动器类型,通风盘式,通风盘式
可见即可说,●,●
可变悬架功能,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,BYD476ZQC,BYD476ZQC
发动机,1.5T 139马力 L4,1.5T 139马力 L4
厂商指导价(元),32.68万,31.98万
厂商,腾势汽车,腾势汽车
卫星导航系统,●,●
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1650,1650
前轮胎规格,265/45 R21,265/45 R21
前电动机最大扭矩(N·m),325,325
前电动机最大功率(kW),160,160
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,●
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
准拖挂车总质量(kg),1500,1500
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,2023.08,2023.08
上坡辅助,●,●
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),0.77,0.77
WLTC纯电续航里程(km)_y,192,192
WLTC纯电续航里程(km)_x,192,192
USB/Type-C接口数量,,
OTA升级,●,●
NEDC综合续航(km),1030,1030
NEDC纯电续航里程(km)_y,216,216
NEDC纯电续航里程(km)_x,216,216
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
DOW开门预警,●,●
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
