Feature,64958,64959,64960,64961,66459,66460
高度(mm),1682,1686,1686,1686,1694,1694
驾驶辅助影像,,,,,-,-
驾驶模式切换,,,,,-,-
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),4813,4813,4813,4813,4888,4888
长*宽*高(mm),4813*1903*1682,4813*1903*1686,4813*1903*1686,4813*1903*1686,4888*1957*1694,4888*1957*1694
钥匙类型,,,,,-,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,-,-
远程启动功能,,,,,-,-
远光灯光源,,,,,-,-
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,-,-
运动外观套件,-,●,●,●,-,-
辅助驾驶等级,-,-,-,,-,-
轴距(mm),2857,2857,2857,2857,2863,2863
轮圈材质,,,,,-,-
转向辅助灯,●,●,●,●,-,-
车顶行李架,●,●,●,●,-,-
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,-,-
车道保持辅助系统,●,●,●,●,-,-
车载空气净化器,●,●,●,●,-,-
车载智能系统,,,,,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,-,-
车联网,●,●,●,●,-,-
车窗防夹手功能,●,●,●,●,-,-
车窗一键升降功能,,,,,-,-
车型名称,凯迪拉克XT5 2024款 2.0T 两驱风尚型,凯迪拉克XT5 2024款 2.0T 四驱豪华型（蜂鸟版）,凯迪拉克XT5 2024款 2.0T 四驱尊贵型（至臻版）,凯迪拉克XT5 2024款 2.0T 四驱铂金型,凯迪拉克XT5 2025款 2.0T 两驱,凯迪拉克XT5 2025款 2.0T 四驱
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,,,-,-
车内化妆镜,,,,,-,-
车内中控锁,●,●,●,●,-,-
车内PM2.5过滤装置,●,●,●,●,-,-
车侧脚踏板,,,,,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,-,-
语音识别控制系统,,,,,-,-
行车电脑显示屏幕,,,,,-,-
行李厢12V电源接口,●,●,●,●,-,-
蓝牙/车载电话,●,●,●,●,-,-
自适应远近光,-,-,-,●,-,-
自动驻车,●,●,●,●,-,-
自动泊车入位,-,-,-,●,-,-
自动头灯,●,●,●,●,-,-
膝部气囊,-,-,-,●,-,-
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,-,-
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,,,,,-,-
第二排座椅功能,-,-,-,,-,-
空调温度控制方式,,,,,-,-
离去角(°),24,25,25,25,22,22
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,,,,,-,-
电动后备厢位置记忆,●,●,●,●,-,-
电动后备厢,●,●,●,●,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,-,-
燃油标号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,-,-
液晶仪表尺寸,-,-,-,,-,-
油箱容积(L),73,82,82,82,-,-
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),210,210,210,210,210,210
最小转弯半径(m),5.8,5.8,5.8,5.8,-,-
最大马力(Ps),237,237,237,237,237,237
最大满载质量(kg),2320,2415,2415,2415,2324,2423
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,350,350,350,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350,350
最大功率转速(rpm),5000,5000,5000,5000,5000,5000
最大功率(kW)_y,174,174,174,174,174,174
最大功率(kW)_x,174,174,174,174,174,174
最大净功率(kW),169,169,169,169,169,169
无钥匙进入功能,,,,,-,-
无钥匙启动系统,●,●,●,●,-,-
方向盘记忆,-,●,●,●,-,-
方向盘材质,,,,,-,-
方向盘换挡,●,●,●,●,-,-
方向盘加热,-,●,●,●,-,-
方向盘位置调节,,,,,-,-
整车质保,,,,,,
整备质量(kg),1860,1960,1960,1960,1880,1970
