Feature,65908,67865
高度(mm),1516,1516
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,单电机,单电机
驱动方式,,
风阻系数(Cd),-,-
隐藏电动门把手,●,●
陡坡缓降,-,-
长度(mm),5336,5336
长*宽*高(mm),5336*1921*1516,5336*1921*1516
钥匙类型,,
配气机构,DOHC,DOHC
遥控泊车,●,●
道路救援呼叫,●,●
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
进气形式,双涡轮增压,双涡轮增压
近光灯光源,,
辅助驾驶等级,,
轴距(mm),3216,3216
轮圈材质,,
转向头灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车载冰箱,○,○
车身结构_y,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,奔驰S级AMG新能源 2024款 AMG S 63 L E Performance,奔驰S级AMG新能源 2024款 AMG S 63 L E Performance 首发特别版
车前雾灯,-,-
车内香氛装置,●,●
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,●,●
语音识别控制系统,,
语音助手唤醒词,,
语音分区域唤醒识别,,
语音免唤醒词,●,●
被动行人保护,●,●
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,●,●
自动头灯,●,●
能源类型_y,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力
胎压监测功能,,
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,大型车,大型车
系统综合扭矩(N·m),1430,1430
系统综合功率(kW),590,590
系统综合功率(Ps),802,802
简称,9挡手自一体,9挡手自一体
第二排独立座椅,○,○
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
空气悬架,●,●
离去角(°),14.7,14.7
百公里耗电量(kWh/100km),21.4,21.4
疲劳驾驶提示,●,●
电池能量(kWh),13.14,13.14
电机类型,永磁/同步,永磁/同步
电机布局,后置,后置
电动机总马力(Ps),190,190
电动机总扭矩(N·m),320,320
电动机总功率(kW),140,140
电动机(Ps),190,190
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,98号,98号
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,-,-
气缸数(个),8,8
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),250,250
最大马力(Ps),611,611
最大满载质量(kg),3145,3145
最大扭矩转速(rpm),2500-4500,2500-4500
最大扭矩(N·m)_y,900,900
最大扭矩(N·m)_x,1430,1430
最大功率转速(rpm),5500-6500,5500-6500
最大功率(kW)_y,450,450
最大功率(kW)_x,590,590
最大净功率(kW),450,450
无钥匙进入功能,,
