Feature,1002404,1003784,1003785,1005185,1005186
高度(mm),1915,1915,1915,1915,1915
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-
长度(mm),4010,4010,4010,4010,4010
长*宽*高(mm),4010×1620×1915,4010×1620×1915,4010×1620×1915,4010×1620×1915,4010×1620×1915
配气机构,DOHC,DOHC,DOHC,未知,未知
道路救援呼叫,-,-,-,-,-
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),2700,2700,2700,2700,2700
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),5,5,5,5,5
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车型名称,成功V1 2014款 1.2L 舒适型,成功V1 2015款 1.2L 基本型,成功V1 2015款 1.2L 标准型,成功V1 2017款 1.3L舒适型HH413Q/P-A,成功V1 2017款 1.3L基本型HH413Q/P-A
车内中控锁,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-
行程(mm),79,79,79,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
膝部气囊,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝,铝,铝,铝,铝
缸径(mm),69.7,69.7,69.7,-,-
缸体材料,铁,铁,铁,未知,未知
级别,微面,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
空气悬架,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国IV,国IV,国IV,国V,国V
环保标准_x,国IV,国IV,国IV,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-
油箱容积(L),40,40,40,40,40
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),130,130,130,130,130
最小离地间隙(mm),160,160,160,160,160
最大马力(Ps),86,86,86,87,87
最大载重质量(kg),-,-,-,-,-
最大扭矩转速(rpm),4000-4400,4000-4400,4000-4400,-,-
最大扭矩(N·m)_y,108,108,108,127,127
最大扭矩(N·m)_x,108,108,108,127,127
最大功率转速(rpm),6000,6000,6000,6000,6000
最大功率(kW)_y,63,63,63,64,64
最大功率(kW)_x,63,63,63,64,64
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),1160,1160,1160,1160,1160
排量(mL),1206,1206,1206,1300,1300
挡位个数,5,5,5,5,5
感应后备厢,-,-,-,-,-
座位数(个),5/7,5/7,5/7,5/7,5/7
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),7.4,7.4,7.4,-,-
