Feature,65776,66944,66945,66946,66947,66948
高度(mm),1720,1720,1720,1720,1720,1720
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,双电机,双电机,双电机,双电机,双电机,双电机
驱动方式,,,,,,
首任车主质保政策,,,,,,
风阻系数(Cd),-,-,-,-,-,-
面部识别,●,-,-,-,-,●
陡坡缓降,●,●,●,●,●,●
防侧翻系统,●,●,●,●,●,●
长度(mm),4785,4785,4785,4785,4785,4785
长*宽*高(mm),4785*1900*1720,4785*1900*1720,4785*1900*1720,4785*1900*1720,4785*1900*1720,4785*1900*1720
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,●,-,●,-,●,●
透明底盘/540度影像,●,●,●,●,●,●
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
辅助驾驶等级,,-,,-,,
轴距(mm),2745,2745,2745,2745,2745,2745
轮圈材质,,,,,,
转向辅助灯,●,●,●,●,●,●
车顶行李架,●,●,●,●,●,●
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,-,●,-,●,●
车道保持辅助系统,●,-,●,-,●,●
车载空气净化器,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,捷途X70 C-DM 2024款 远航版PRO+ 5座,捷途X70 C-DM 2024款 远航版 5座,捷途X70 C-DM 2024款 远航版PRO 5座,捷途X70 C-DM 2024款 远航版 7座,捷途X70 C-DM 2024款 远航版PRO 7座,捷途X70 C-DM 2024款 远航版PRO+ 7座
车前雾灯,-,-,-,-,-,-
车内生物监测系统,●,-,-,-,-,●
车内环境氛围灯,,-,,-,,
车内摄像头数量,,-,-,-,-,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,●,●
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,-,●,-,●,●
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
自动变道辅助,●,-,-,-,-,●
能量回收系统,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT
第二排座椅调节,,,,,,
空调温度控制方式,,,,,,
空气质量监测,●,●,●,●,●,●
离去角(°),17,17,17,17,17,17
疲劳驾驶提示,●,-,-,-,-,●
电芯品牌,,,,,,
电池能量(kWh),19.43,19.43,19.43,19.43,19.43,19.43
电池类型,,,,,,
电池慢充时间(小时)_y,2.5,2.5,2.5,2.5,2.5,2.5
电池慢充时间(小时)_x,2.5,2.5,2.5,2.5,2.5,2.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.3,0.3,0.3,0.3,0.3,0.3
电池快充时间(小时)_x,0.3,0.3,0.3,0.3,0.3,0.3
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),395,395,395,395,395,395
电动机总功率(kW),199,199,199,199,199,199
电动机总功率(Ps),271,271,271,271,271,271
电动机(Ps),271,271,271,271,271,271
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢位置记忆,●,-,●,-,●,●
电动后备厢,●,-,●,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),60,60,60,60,60,60
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180
最大马力(Ps),156,156,156,156,156,156
最大满载质量(kg),2370,2370,2370,2370,2370,2370
最大扭矩转速(rpm),2500,2500,2500,2500,2500,2500
最大扭矩(N·m)_y,220,220,220,220,220,220
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),5200,5200,5200,5200,5200,5200
最大功率(kW)_y,115,115,115,115,115,115
最大功率(kW)_x,-,-,-,-,-,-
最大净功率(kW),105,105,105,105,105,105
最低荷电状态油耗(L/100km),5.2,5.2,5.2,5.2,5.2,5.2
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,-,-,-,-,-,-
整备质量(kg),1820,1800,1800,1820,1820,1845
接近角(°),18,18,18,18,18,18
排量(mL),1499,1499,1499,1499,1499,1499
