Feature,45344,46038,52700,52703,53034,53187,54663,57353,60902,60903
缸径(mm),73.5,73.5,78,73.5,73.5,78,73.5,73.5,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,5挡手动,7挡湿式双离合,7挡湿式双离合,CVT无级变速(模拟8挡),7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
离去角(°),29,29,30,29,29,29,29,29,29,29
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,-,-,-,-,-,-,,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
满载最小离地间隙(mm),180,180,180,180,180,180,180,180,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),53,53,53,53,53,53,53,53,53,53
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),205,205,185,205,205,185,205,205,205,205
最大马力(Ps),180,180,128,180,180,128,180,180,188,188
最大满载质量(kg),1730,1730,1635,1730,1730,1665,1730,1730,1730,1730
最大扭矩转速(rpm),1250-3500,1250-3500,4000,1250-3500,1250-3500,4000,1250-3500,1250-3500,1500-4000,1500-4000
最大扭矩(N·m)_y,300,300,161,300,300,161,300,300,300,300
最大扭矩(N·m)_x,300,300,161,300,300,161,300,300,300,300
最大功率转速(rpm),5500,5500,6000,5500,5500,6000,5500,5500,5500,5500
最大功率(kW)_y,132,132,94,132,132,94,132,132,138,138
最大功率(kW)_x,132,132,94,132,132,94,132,132,138,138
最大净功率(kW),123,123,86,123,123,86,123,123,133,133
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1355,1355,1260,1355,1355,1290,1355,1355,1355,1355
摄像头数量,,,,,-,,-,-,,
接近角(°),18,18,18,18,18,18,18,18,18,18
排量(mL),1494,1494,1598,1494,1494,1598,1494,1494,1494,1494
换挡形式,,,,,,,,,,
挡位个数,7,7,5,7,7,8,7,7,7,7
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,,-,,,-,-
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,-,-,-,,-,-,-,-
手势控制,○,-,-,-,-,-,-,○,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,-,-,●,●,●,●,-,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),-,-,-,-,-,-,-,7.79,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,-,-,-,,-,-,-,
四驱形式,-,-,-,-,-,-,-,-,-,-
哨兵模式/千里眼,●,-,-,-,-,-,-,●,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
后轮胎规格,225/45 R19,225/50 R18,215/60 R17,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),317,317,317,317,317,317,317,317,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),无级变速箱(CVT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,5挡手动,7挡湿式双离合,7挡湿式双离合,CVT无级变速(模拟8挡),7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JL473ZQ2,JL473ZQ2,JL478QEP,JL473ZQ2,JL473ZQ2,JL478QEP,JL473ZQ2,JL473ZQ2,JL473ZQ7,JL473ZQ7
发动机启停技术,●,●,●,●,-,-,-,-,●,●
发动机,1.5T 180马力 L4,1.5T 180马力 L4,1.6L 128马力 L4,1.5T 180马力 L4,1.5T 180马力 L4,1.6L 128马力 L4,1.5T 180马力 L4,1.5T 180马力 L4,1.5T 188马力 L4,1.5T 188马力 L4
压缩比,10.5,10.5,13,10.5,10.5,13,10.5,10.5,-,-
厂商指导价(元),10.29万,9.59万,7.59万,8.89万,10.79万,8.69万,10.09万,10.99万,8.89万,9.59万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,●,●,-,-,●,●,●,●,-,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
前轮胎规格,225/45 R19,225/50 R18,215/60 R17,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/50 R18
前方碰撞预警,○,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,●,-,-,●,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,○,-,-,-,-,-,-,○,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,○,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-
上市时间,2020.11,2020.11,2021.07,2021.07,2021.11,2021.09,2021.11,2022.06,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,6.65,6.65
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,-,-,●,●,●,●,-,●
NEDC综合油耗(L/100km),6.2,6.2,6.2,6.2,6.2,6.3,6.2,6.2,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,-,-,-,,-,-,-,
