Feature,37163,37164,37165,60867,60868,61434
高度(mm),1284,1284,1260,1455,1460,1460
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,,,,-,-,-
长度(mm),4551,4551,4551,5054,5054,5054
长*宽*高(mm),4551*2007*1284,4551*2007*1284,4551*2007*1260,5054*1953*1455,5054*1953*1460,5054*1953*1460
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,○,○,●,●,●,●
远程启动功能,-,-,-,,,
远光灯光源,,,,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
运动外观套件,●,●,●,○,○,○
辅助驾驶等级,-,-,-,,,
轴距(mm),2630,2630,2630,2951,2951,2951
轮圈材质,,,,,,
转向头灯,-,-,-,●,●,●
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,○,○,○,○
车道偏离预警系统,-,-,○,○,○,○
车道保持辅助系统,-,-,○,○,○,○
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,,,,
车身结构_y,硬顶跑车,硬顶跑车,软顶敞篷车,掀背车,掀背车,掀背车
车身结构_x,2门2座硬顶跑车,2门2座硬顶跑车,2门2座软顶敞篷车,5门4座掀背车,5门4座掀背车,5门4座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,AMG GT 2019款 AMG GT R PRO,AMG GT 2019款 AMG GT R,AMG GT 2019款 AMG GT C 敞篷跑车,AMG GT 2023款 AMG GT 50 四门跑车,AMG GT 2023款 AMG GT 50 4MATIC+ 四门跑车,AMG GT 2023款 AMG GT 53 4MATIC+ 四门跑车
车前雾灯,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,○
车内环境氛围灯,,,,,,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,
被动行人保护,-,-,-,●,●,●
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●
自动泊车入位,-,-,-,●,●,●
自动头灯,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,
缺气保用轮胎,-,-,●,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车,跑车,跑车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,-,-,-,●,●,●
第二排座椅调节,-,-,-,-,-,-
第二排座椅功能,-,-,-,,,
空调温度控制方式,,,,,,
空气悬架,-,-,-,-,-,○
离去角(°),13.9,13.9,-,14.6,14.8,14.8
疲劳驾驶提示,●,●,●,●,●,●
电动扰流板,-,-,●,●,●,●
电动座椅记忆功能,,,,,,
电动吸合车门,-,-,-,,,
电动后备厢,-,-,-,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
灯光特色功能,-,-,-,,,
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),-,-,-,80,80,80
气缸数(个),8,8,8,6,6,6
气缸排列形式,V,V,V,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),318,318,316,270,270,285
最大马力(Ps),585,585,557,367,367,435
最大满载质量(kg),1890,1890,1940,2495,2550,-
最大扭矩转速(rpm),1900-5500,1900-5500,2100-5500,1800-4500,1800-4500,1800-5800
最大扭矩(N·m)_y,700,700,680,500,500,520
最大扭矩(N·m)_x,700,700,680,500,500,520
最大功率转速(rpm),6250,6250,5750-6750,5500-6100,5500-6100,6100
最大功率(kW)_y,430,430,410,270,270,320
最大功率(kW)_x,430,430,410,270,270,320
最大净功率(kW),430,430,410,270,270,320
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●
方向盘记忆,○,○,●,○,○,○
方向盘材质,,,,,,
方向盘换挡,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),-,-,-,2024,2075,2176
整体主动转向系统,●,●,●,-,-,○
接近角(°),9.6,9.6,-,11.7,12.2,12.2
排量(mL),3982,3982,3982,2999,2999,2999
换挡形式,,,,,,
挡位个数,7,7,7,9,9,9
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,-,-,-,,,
手机互联/映射,,,,,,
手机APP远程功能,-,-,-,,,
手势控制,-,-,-,○,○,○
感应雨刷功能,,,,,,
感应后备厢,●,●,-,-,●,●
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),2007,2007,2007,1953,1953,1953
官方0-100km/h加速(s),3.6,3.6,3.7,5,4.9,4.5
安全带未系提醒,,,,,,
天窗类型,-,-,-,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,-,-,-,,,
四驱形式,-,-,-,-,,
后雨刷,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,,,,,,
后排独立空调,-,-,-,○,○,○
后排杯架,-,-,-,●,●,●
后排座椅放倒形式,-,-,-,,,
后悬架类型,,,,,,
后座出风口,-,-,-,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
可变悬架功能,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,178 980,178 980,178 980,256 930,256 930,256 930
发动机启停技术,●,●,●,●,●,●
发动机,4.0T 585马力 V8,4.0T 585马力 V8,4.0T 557马力 V8,3.0T 367马力 L6,3.0T 367马力 L6,3.0T 435马力 L6
厂商指导价(元),229.88万,212.88万,194.88万,99.28万,114.18万,133.88万
厂商,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),-,-,-,-,-,-
前轮胎规格,,,,,,
前方碰撞预警,●,●,●,●,●,●
前排座椅功能,,,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
