Feature,68011,68012
高度(mm),1721,1721
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,双电机,双电机
驱动方式,,
风阻系数(Cd),-,-
面部识别,●,●
隐藏电动门把手,●,●
陡坡缓降,●,●
长度(mm),5135,5135
长*宽*高(mm),5135*2034*1721,5135*2034*1721
钥匙类型,,
遥控泊车,●,●
道路救援呼叫,●,●
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
近光灯光源,,
辅助驾驶等级,,
轴距(mm),3210,3210
轮圈材质,,
转向头灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车载冰箱,-,●
车身结构_y,SUV,SUV
车身结构_x,5门4座SUV,5门4座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车机系统存储(GB),,
车机系统内存(GB),,
车型名称,迈巴赫EQS SUV 2024款 EQS 680 礼乐版,迈巴赫EQS SUV 2024款 EQS 680 礼尚版
车前雾灯,-,-
车内香氛装置,●,●
车内环境氛围灯,,
车内摄像头数量,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车侧脚踏板,,
车体结构,承载式,承载式
超声波雷达数量,,
语音识别控制系统,,
记忆泊车,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,●,●
自动开合车门,●,●
自动头灯,●,●
自动变道辅助,●,●
膝部气囊,,
能量回收系统,●,●
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,-,-
级别,大型SUV,大型SUV
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
空气悬架,●,●
离去角(°),19.2,19.2
百公里耗电量(kWh/100km),19.2,19.2
疲劳驾驶提示,●,●
电能当量燃料消耗量(L/100km),2.17,2.17
电池能量(kWh),111.8,111.8
电池快充电量范围(%)_y,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80
电池快充时间(小时)_y,0.61,0.61
电池快充时间(小时)_x,0.61,0.61
电池冷却方式,液冷,液冷
电机布局,前置+后置,前置+后置
电动机总马力(Ps),638,638
电动机总扭矩(N·m),950,950
电动机总功率(kW),470,470
电动机(Ps),638,638
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,,
毫米波雷达数量,,
模拟声浪,●,●
最高车速(km/h),200,200
最大满载质量(kg),-,-
最大扭矩(N·m),950,950
最大功率(kW),470,470
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,-,-
整备质量(kg),-,-
整体主动转向系统,●,●
接近角(°),18.8,18.8
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
手势控制,●,●
慢充接口位置,车右后侧,车右后侧
感应雨刷功能,,
感应后备厢,●,●
快充接口位置,车右后侧,车右后侧
快充功能,支持,支持
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),2034,2034
官方0-100km/h加速(s),4.5,4.5
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,-,-
地图品牌,,
四驱形式,,
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,,
