Feature,65259,66367,66368,66369,66370,66371
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,-,-,,,
四驱形式,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1390,1390,1390,1390,1390,1390
后轮胎规格,185/55 R15,185/55 R15,185/55 R15,185/55 R15,185/55 R15,185/55 R15
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架
后座出风口,-,-,-,-,-,-
后备厢容积(L),230-540,230-540,230-540,230-540,230-540,230-540
后制动器类型,盘式,鼓式,鼓式,盘式,鼓式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),0.00万,0.00万,0.00万,0.00万,0.00万,0.00万
厂商,领途汽车,领途汽车,领途汽车,领途汽车,领途汽车,领途汽车
卫星导航系统,●,-,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1420,1420,1420,1420,1420,1420
前轮胎规格,185/55 R15,185/55 R15,185/55 R15,185/55 R15,185/55 R15,185/55 R15
前电动机最大扭矩(N·m),125,125,125,125,125,125
前电动机最大功率(kW),35,35,35,35,35,35
前排座椅功能,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,-,-,-
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,-,-,-,-
上市时间,-,-,-,-,-,-
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,-,-,●,●,●
LED日间行车灯,●,-,-,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,-
CLTC纯电续航里程(km)_y,335,251,251,251,335,335
CLTC纯电续航里程(km)_x,335,251,251,251,335,335
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
