Feature,66282,68304,68305
高精地图,●,●,●
高度(mm),1475,1480,1480
高压快充,支持,-,-
高压平台（V）,800,400,400
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,双电机,单电机,单电机
驱动方式,,,
首任车主质保政策,,,
风阻系数(Cd),0.198,0.198,0.198
面部识别,●,●,●
陡坡缓降,●,●,●
长度(mm),4953,4953,4953
长*宽*高(mm),4953*1989*1475,4953*1989*1480,4953*1989*1480
钥匙类型,,,
遥控泊车,●,●,●
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远光灯光源,,,
近光灯光源,,,
运动风格座椅,●,●,●
辅助驾驶芯片,,,
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),3013,3013,3013
轮圈材质,,,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车载智能系统,,,
车载KTV,●,●,●
车身结构_y,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统内存(GB),,,
车机智能芯片,,,
车型名称,极越07 2024款 性能版,极越07 2024款 标准版,极越07 2024款 长续航版
车前雾灯,-,-,-
车内香氛装置,●,○,○
车内环境氛围灯,,,
车内摄像头数量,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
语音连续识别,●,●,●
语音识别控制系统,,,
语音助手唤醒词,,,
语音分区域唤醒识别,,,
语音免唤醒词,●,●,●
记忆泊车,○,○,○
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
芯片总算力,,,
自适应远近光,●,●,●
自动驾驶辅助路段,,,
自动驻车,●,●,●
自动泊车入位,●,●,●
自动开合车门,●,●,●
自动头灯,●,●,●
自动变道辅助,●,●,●
能量回收系统,●,●,●
能源类型,纯电动,纯电动,纯电动
胎压监测功能,,,
级别,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-
第二排座椅功能,,,
空调温度控制方式,,,
空气质量监测,●,●,●
离去角(°),15,15,14
百公里耗电量(kWh/100km),13.9,12.5,12.4
疲劳驾驶提示,●,●,●
电芯品牌,,,
电能当量燃料消耗量(L/100km),-,1.45,1.44
电池预加热,●,●,●
电池能量(kWh),93.4,71.4,100
电池类型,,,
电池冷却方式,液冷,液冷,液冷
电机类型,前感应/异步 后永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,后置
电动机总马力(Ps),721,272,272
电动机总扭矩(N·m),653,343,343
电动机总功率(kW),530,200,200
电动机(Ps),721,272,272
电动扰流板,●,-,●
电动座椅记忆功能,,,
电动吸合车门,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环视摄像头像素,,,
环境感知摄像头像素,,,
牵引力控制(ASR/TCS/TRC等),●,●,●
热泵空调,●,●,●
灯光特色功能,,,
温度分区控制,●,●,●
液晶仪表尺寸,-,-,-
毫米波雷达数量,,,
最高车速(km/h),230,200,200
最大满载质量(kg),2770,2590,2625
最大扭矩(N·m),653,343,343
最大功率(kW),530,200,200
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
无框设计车门,●,●,●
方向盘记忆,●,●,●
方向盘离手检测,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2320,2140,2175
摄像头数量,,,
接近角(°),13,13,13
