Feature,63824,63825,63826
高度(mm),1613,1613,1613
驾驶辅助影像,,,
驾驶模式切换,-,-,-
驻车制动类型,,,
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,-,-,-
长度(mm),4312,4312,4312
长*宽*高(mm),4312*1760*1613,4312*1760*1613,4312*1760*1613
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
远程启动功能,-,,
远光灯光源,,,
进气形式,自然吸气,自然吸气,自然吸气
近光灯光源,,,
轴距(mm),2620,2620,2620
轮圈材质,,,
车顶行李架,●,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,-,●
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车载智能系统,-,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,-,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,劲客 2023款 劲情版 1.5L 应有「劲」有 时尚版,劲客 2023款 劲情版 1.5L 淋漓「劲」致 豪华版,劲客 2023款 劲情版 1.5L 「劲」上添花 旗舰版
车前雾灯,,,
车内环境氛围灯,-,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
语音识别控制系统,-,,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,-,-,●
自动驻车,●,●,●
自动头灯,●,●,●
能源类型_y,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,小型SUV,小型SUV,小型SUV
简称,CVT无级变速(模拟6挡),CVT无级变速(模拟6挡),CVT无级变速(模拟6挡)
第二排座椅调节,-,-,-
空载最小离地间隙(mm),187,187,187
空调温度控制方式,,,
离去角(°),22,22,22
疲劳驾驶提示,-,-,-
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
温度分区控制,-,-,-
液晶仪表尺寸,,,
油箱容积(L),41,41,41
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,-,-,
每缸气门数(个),4,4,4
最高车速(km/h),170,170,170
最小转弯半径(m),5.1,5.1,5.1
最大马力(Ps),122,122,122
最大满载质量(kg),-,-,-
最大扭矩转速(rpm),4400,4400,4400
最大扭矩(N·m)_y,143,143,143
最大扭矩(N·m)_x,143,143,143
最大功率转速(rpm),6300,6300,6300
最大功率(kW)_y,90,90,90
最大功率(kW)_x,90,90,90
最大净功率(kW),82,82,82
无钥匙进入功能,-,,
无钥匙启动系统,-,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1157,1170,1177
摄像头数量,,,
推荐燃油标号,92号,92号,92号
接近角(°),18,18,18
排量(mL),1498,1498,1498
换挡形式,,,
挡位个数,6,6,6
扬声器数量,,,
扬声器品牌名称,-,-,
手机无线充电功能,-,-,-
手机互联/映射,,-,-
手机APP远程功能,-,,
感应雨刷功能,,,
座椅材质,,,
座位数(个),,,
并线辅助,-,-,●
巡航系统,-,,
导航路况信息显示,-,●,●
