Feature,53083,53084
高度(mm),1615,1615
驾驶辅助影像,-,
驾驶模式切换,-,-
驻车制动类型,手刹,手刹
驱动方式,前置前驱,前置前驱
陡坡缓降,-,-
长度(mm),3970,3970
长*宽*高(mm),3970*1730*1615,3970*1730*1615
钥匙类型,,
配气机构,DOHC,DOHC
远光灯光源,,
进气形式,自然吸气,自然吸气
近光灯光源,,
轴距(mm),2450,2450
轮圈材质,,
车顶行李架,-,●
车门数(个),5,5
车门开启方式,平开门,平开门
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,两厢跨界车,两厢跨界车
车身结构_x,5门5座两厢跨界车,5门5座两厢跨界车
车身稳定控制(ESC/ESP/DSC等),-,-
车联网,-,-
车窗防夹手功能,-,-
车窗一键升降功能,-,-
车型名称,全界Q1 2021款 1.3L 自动舒适型,全界Q1 2021款 1.3L 自动豪华型
车前雾灯,,
车内环境氛围灯,-,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,-,-
行车电脑显示屏幕,-,-
行程(mm),79.7,79.7
蓝牙/车载电话,-,●
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型,汽油,汽油
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),72,72
缸体材料,铸铁,铸铁
级别,小型车,小型车
简称,4挡自动,4挡自动
第二排座椅调节,-,-
空调温度控制方式,,
离去角(°),24,24
疲劳驾驶提示,-,-
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,92号,92号
燃料形式,汽油,汽油
满载最小离地间隙(mm),160,160
温度分区控制,-,-
液晶仪表尺寸,-,-
油箱容积(L),45,45
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),160,160
最大马力(Ps),88,88
最大满载质量(kg),1435,1435
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,120,120
最大扭矩(N·m)_x,120,120
最大功率转速(rpm),-,-
最大功率(kW)_y,65,65
最大功率(kW)_x,65,65
最大净功率(kW),-,-
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,三年或6万公里,三年或6万公里
整备质量(kg),1060,1060
接近角(°),17,17
排量(mL),1298,1298
换挡形式,,
挡位个数,4,4
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
感应雨刷功能,-,-
座椅材质,,
座位数(个),5,5
并线辅助,-,-
巡航系统,-,-
导航路况信息显示,-,-
宽度(mm),1730,1730
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,-,
大灯高度可调,●,●
大灯延时关闭,-,-
多媒体/充电接口,-,
多功能方向盘,-,●
外后视镜功能,,
备胎规格,非全尺寸,非全尺寸
后雨刷,●,●
后轮距(mm),1440,1440
后轮胎规格,185/55 R15,未知
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-
后备厢容积(L),-,-
后制动器类型,鼓式,鼓式
变速箱类型,自动变速箱(AT),自动变速箱(AT)
变速箱,4挡自动,4挡自动
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,4A13,4A13
发动机启停技术,-,-
发动机,1.3L 88马力 L4,1.3L 88马力 L4
厂商指导价(元),6.98万,7.58万
厂商,云雀汽车,云雀汽车
卫星导航系统,-,-
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1450,1450
前轮胎规格,185/55 R15,未知
前排座椅功能,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,-,-
供油方式,多点电喷,多点电喷
主座椅调节方式,,
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,
中控屏幕尺寸,-,-
上市时间,2021.09,2021.09
上坡辅助,-,-
WLTC综合油耗(L/100km),6.58,6.58
USB/Type-C接口数量,-,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ABS防抱死,●,●
