Feature,56030,57398,57399,63337,63338,63339
高度(mm),1680,1680,1680,1680,1680,1680
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-,-
面部识别,●,●,-,-,●,●
陡坡缓降,●,●,●,●,●,●
长度(mm),4699,4699,4699,4699,4699,4699
长*宽*高(mm),4699*1890*1680,4699*1890*1680,4699*1890*1680,4699*1890*1680,4699*1890*1680,4699*1890*1680
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遥控泊车,●,-,-,-,-,●
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,●,-,-,-,-,●
透明底盘/540度影像,●,●,●,●,●,●
远程启动功能,,,,,,
远程召唤,●,-,-,-,-,●
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
辅助驾驶等级,,-,-,-,-,
轴距(mm),2795,2795,2795,2795,2795,2795
轮圈材质,,,,,,
车顶行李架,●,●,-,-,●,●
车门数(个),5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,-,●
车道偏离预警系统,●,●,●,●,●,●
车道保持辅助系统,●,-,-,-,-,●
车载空气净化器,●,-,-,-,-,●
车载智能系统,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,欧尚Z6新能源 2022款 蓝鲸iDD 150KM旗舰PLUS智慧泊车版,欧尚Z6新能源 2022款 蓝鲸iDD 150KM旗舰PLUS,欧尚Z6新能源 2022款 蓝鲸iDD 150KM旗舰型,欧尚Z6新能源 2023款 智电iDD 150KM旗舰型,欧尚Z6新能源 2023款 智电iDD 150KM旗舰PLUS,欧尚Z6新能源 2023款 智电iDD 150KM旗舰PLUS智慧泊车版
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,,,-,-,,
车内摄像头数量,,,-,-,,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
负离子发生器,●,-,-,-,-,●
语音识别控制系统,,,,,,
语音分区域唤醒识别,,-,-,,,
触摸式阅读灯,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,●
自动驻车,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,●
自动头灯,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡三离合电驱变速器,6挡三离合电驱变速器,6挡三离合电驱变速器,6挡三离合电驱变速器,6挡三离合电驱变速器,6挡三离合电驱变速器
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),25,25,25,25,25,25
百公里耗电量(kWh/100km),20.5,20.5,20.5,20.5,20.5,20.5
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,宁德时代/中创新航,宁德时代/中创新航,宁德时代/中创新航,宁德时代/中创新航,宁德时代/中创新航,宁德时代/中创新航
电池预加热,●,●,●,●,●,●
电池能量(kWh),28.4,28.4,28.4,28.4,28.4,28.4
电池组质保,-,-,-,-,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),330,330,330,330,330,330
电动机总功率(kW),110,110,110,110,110,110
电动机总功率(Ps),150,150,150,150,150,150
电动机(Ps),150,150,150,150,150,150
电动座椅记忆功能,,,-,-,,
电动后备厢位置记忆,●,●,-,-,●,●
电动后备厢,●,●,-,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),53,53,53,53,53,53
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,,,-,-,,
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200
最大马力(Ps),170,170,170,170,170,170
最大满载质量(kg),2195,2195,2195,2195,2195,2195
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,260,260,260,260,260,260
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),5500,5500,5500,5500,5500,5500
最大功率(kW)_y,125,125,125,125,125,125
最大功率(kW)_x,-,-,-,-,-,-
最大净功率(kW),122,122,122,122,122,122
最低荷电状态油耗(L/100km),5.7,5.7,5.7,5.7,5.7,5.7
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,●,●,-,-,●,●
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1820,1800,1800,1830,1830,1830
摄像头数量,,,,,,
接近角(°),19,19,19,19,19,19
排量(mL),1494,1494,1494,1494,1494,1494
换挡形式,,,,,,
挡位个数,6,6,6,6,6,6
扬声器数量,,,,,,
扬声器品牌名称,,-,-,-,-,
手机无线充电功能,,,-,-,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
手势控制,●,●,-,-,●,●
慢充时间(小时)_y,4,4,4,4,4,4
慢充时间(小时)_x,4,4,4,4,4,4
感应雨刷功能,,,,,,
