Feature,55102,55103,55205,55206
高度(mm),1691,1691,1691,1691
驾驶辅助影像,,,,
驾驶模式切换,-,-,-,-
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,●,●,●,●
长度(mm),4825,4825,4825,4825
长*宽*高(mm),4825*1870*1691,4825*1870*1691,4825*1870*1691,4825*1870*1691
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
运动外观套件,○,○,○,○
轴距(mm),2800,2800,2800,2800
轮圈材质,,,,
转向辅助灯,●,●,-,-
车顶行李架,●,●,●,●
车门数(个),5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,VGV U75 2021款 1.5T 自动SG版 5座,VGV U75 2021款 1.5T 自动SG版 7座,VGV U75 2021款 1.5T 手动ZQ版 5座,VGV U75 2021款 1.5T 手动ZQ版 7座
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动头灯,●,●,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,未知
级别,中型SUV,中型SUV,中型SUV,中型SUV
简称,6挡手自一体,6挡手自一体,6挡手动,6挡手动
第二排座椅调节,-,,-,
空调温度控制方式,,,,
离去角(°),21,21,21,21
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动后备厢位置记忆,●,●,-,-
电动后备厢,●,●,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
油箱容积(L),55,55,55,55
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),175,175,175,175
最大马力(Ps),156,156,156,156
最大满载质量(kg),2090,2090,2066,2066
最大扭矩转速(rpm),2000-4000,2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,215,215,215,215
最大扭矩(N·m)_x,215,215,215,215
最大功率转速(rpm),5600,5600,5600,5600
最大功率(kW)_y,115,115,115,115
最大功率(kW)_x,115,115,115,115
最大净功率(kW),105,105,105,105
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,七年或15万公里,七年或15万公里,七年或15万公里,七年或15万公里
整备质量(kg),1565,1565,1541,1541
接近角(°),20,20,20,20
排量(mL),1499,1499,1499,1499
换挡形式,,,,
挡位个数,6,6,6,6
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,-,-,-,-
座椅材质,,,,
座椅布局,-,,-,
座位数(个),5,7,5,7
并线辅助,-,-,-,-
巡航系统,,,-,-
导航路况信息显示,-,-,-,-
宽度(mm),1870,1870,1870,1870
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后雨刷,●,●,●,●
后轮距(mm),1582,1582,1582,1582
后轮胎规格,225/55 R18,225/55 R18,225/60 R17,225/60 R17
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
