Feature,59426,59442,59443
高度(mm),1680,1680,1680
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,单电机,单电机,单电机
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
长度(mm),4703,4703,4703
长*宽*高(mm),4703*1866*1680,4703*1866*1680,4703*1866*1680
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,自然吸气,自然吸气,自然吸气
近光灯光源,,,
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),2701,2701,2701
轮圈材质,,,
转向辅助灯,-,-,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,●,●
车载智能系统,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,本田CR-V新能源 2023款 2.0L e:PHEV 领创版,本田CR-V新能源 2023款 2.0L e:PHEV 领越版,本田CR-V新能源 2023款 2.0L e:PHEV 领耀版
车前雾灯,-,-,-
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
负离子发生器,-,●,●
语音识别控制系统,,,
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动泊车入位,-,-,●
自动头灯,●,●,●
自动变道辅助,-,-,●
膝部气囊,,,
能量回收系统,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,
第二排座椅功能,-,,
空调温度控制方式,,,
离去角(°),20,20,20
疲劳驾驶提示,●,●,●
电芯品牌,,,
电池能量(kWh),17.7,17.7,17.7
电池类型,,,
电池冷却方式,液冷,液冷,液冷
电机类型,交流/同步,交流/同步,交流/同步
电机布局,前置,前置,前置
电动机总马力(Ps),184,184,184
电动机总扭矩(N·m),335,335,335
电动机总功率(kW),135,135,135
电动机(Ps),184,184,184
电动座椅记忆功能,-,-,
电动后备厢位置记忆,-,●,●
电动后备厢,-,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
温度分区控制,-,●,●
液晶仪表尺寸,,,
油箱容积(L),46.5,46.5,46.5
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),193,193,193
最小转弯半径(m),5.5,5.5,5.5
最大马力(Ps),150,150,150
最大满载质量(kg),2430,2430,2430
最大扭矩转速(rpm),4500,4500,4500
最大扭矩(N·m)_y,183,183,183
最大扭矩(N·m)_x,-,-,-
最大功率转速(rpm),6100,6100,6100
最大功率(kW)_y,110,110,110
最大功率(kW)_x,-,-,-
最大净功率(kW),110,110,110
最低荷电状态油耗(L/100km),5.50,5.50,5.81
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,●,●,●
方向盘加热,-,-,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1880,1906,1923
摄像头数量,,,
接近角(°),16,16,16
排量(mL),1993,1993,1993
换挡形式,,,
挡位个数,无级变速,无级变速,无级变速
扬声器数量,,,
扬声器品牌名称,-,-,
手机无线充电功能,-,,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,-,,
感应后备厢,-,●,●
座椅材质,,,
座位数(个),,,
并线辅助,-,●,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1866,1866,1866
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
后雨刷,●,●,●
后轮距(mm),1627,1627,1627
后轮胎规格,,,
后方碰撞预警,-,-,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,,,
可变转向比,●,●,●
可变悬架功能,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●
发动机特有技术,阿特金森循环,阿特金森循环,阿特金森循环
发动机布局,横置,横置,横置
发动机型号,LFB16,LFB16,LFB16
发动机,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4
压缩比,13.9,13.9,13.9
厂商指导价(元),22.59万,24.99万,26.99万
厂商,东风本田,东风本田,东风本田
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1611,1611,1611
前轮胎规格,,,
前电动机最大扭矩(N·m),335,335,335
前电动机最大功率(kW),135,135,135
前方碰撞预警,●,●,●
前排座椅功能,-,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,-,●,●
侧窗多层隔音玻璃,,,
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2023.03,2023.03,2023.03
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合续航(km),916,916,-
WLTC综合油耗(L/100km),1.61,1.61,1.75
WLTC纯电续航里程(km)_y,73,73,71
WLTC纯电续航里程(km)_x,73,73,71
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,●,●
ETC装置,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,
