Feature,60268,62690
高度(mm),1930,1940
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,四电机,四电机
驱动方式,,
风阻系数(Cd),-,-
面部识别,●,●
隐藏电动门把手,●,●
陡坡缓降,●,●
限滑差速器/差速锁,,
防侧翻系统,●,●
长度(mm),5319,5325
长*宽*高(mm),5319*2050*1930,5325*2095*1940
钥匙类型,,
配气机构,DOHC,DOHC
遥控泊车,●,●
道路救援呼叫,●,●
道路交通标识识别,●,●
透明底盘/540度影像,●,●
远程启动功能,,
远光灯光源,,
进气形式,涡轮增压,涡轮增压
近光灯光源,,
辅助驾驶芯片,,-
辅助驾驶系统,,
辅助驾驶等级,,
轴距(mm),3050,3050
轮圈材质,,
转向辅助灯,●,●
车顶行李架,-,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车载冰箱,●,●
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车机系统存储(GB),,
车机系统内存(GB),,
车型名称,仰望U8 2023款 豪华版,仰望U8 2023款 越野玩家版
车前雾灯,-,-
车内香氛装置,●,●
车内生物监测系统,●,●
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车侧脚踏板,,
车体结构,非承载式,非承载式
超声波雷达数量,,-
负离子发生器,●,●
语音连续识别,●,●
语音识别控制系统,,
语音助手唤醒词,,-
语音分区域唤醒识别,,
语音免唤醒词,●,●
触摸式阅读灯,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蠕行模式,●,●
蓝牙/车载电话,●,●
芯片总算力,,-
自适应远近光,●,-
自动驾驶辅助路段,,
自动驻车,●,●
自动泊车入位,●,●
自动头灯,●,●
自动变道辅助,●,●
膝部气囊,●,●
能量回收系统,●,●
能源类型_y,增程式,增程式
能源类型_x,增程式,增程式
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
纵向通过角(°),25.5,-
级别,大型SUV,大型SUV
系统综合扭矩(N·m),1280,1280
系统综合功率(kW),880,880
系统综合功率(Ps),1197,1197
简称,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,-
离去角(°),35.4,-
疲劳驾驶提示,●,●
电芯品牌,,
电能当量燃料消耗量(L/100km),2.8,-
电池能量(kWh),49.05,49.05
电池类型,,
电池特有技术,刀片电池,-
电池慢充电量范围(%)_y,15-100,15-100
电池慢充电量范围(%)_x,15-100,15-100
电池慢充时间(小时)_y,8,8
电池慢充时间(小时)_x,8,8
电池快充电量范围(%)_y,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80
电池快充时间(小时)_y,0.3,0.3
电池快充时间(小时)_x,0.3,0.3
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),1280,1280
电动机总功率(kW),880,880
电动机总功率(Ps),1197,1197
电动机(Ps),1197,1197
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
热泵空调,●,●
灯光特色功能,,
激光雷达线数,,-
激光雷达点云数量,,-
激光雷达数量,,-
激光雷达型号,,-
激光雷达品牌,,-
激光雷达10%反射率探测距离,,-
温度分区控制,●,●
液晶仪表尺寸,,
涉水感应系统,●,●
涉水喉,-,●
油箱容积(L),75,75
气缸数(个),4,4
气缸排列形式,L,L
毫米波雷达数量,,-
每缸气门数(个),4,4
模拟声浪,●,-
最高车速(km/h),200,-
最小转弯半径(m),5.76,-
最小离地间隙(mm),285,-
最大马力(Ps),272,272
最大满载质量(kg),3985,4170
最大涉水深度(mm),1000,1400
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,-,-
最大扭矩(N·m)_x,1280,1280
最大功率转速(rpm),-,-
最大功率(kW)_y,200,200
最大功率(kW)_x,880,880
最大净功率(kW),180,180
星空天窗,●,-
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,,
整备质量(kg),3460,3490
摄像头数量,,-
接近角(°),36.5,-
排量(mL),1997,1997
换挡形式,,
挡位个数,1,1
拖挂钩,,
拖挂模式,●,●
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
慢充接口位置,车右后侧,车右后侧
感应雨刷功能,,
快充接口位置,车右后侧,车右后侧
快充功能,支持,支持
座椅材质,,
座位数(个),,
应用商店,●,-
并线辅助,●,-
巡航系统,,
导航路况信息显示,●,●
对外放电最低允许值(%),15,15
对外放电,●,●
对外交流放电功率(kW),6,6
宽度(mm),2050,2095
官方0-100km/h加速(s),3.6,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
夜视系统,-,●
多指飞屏操控,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
备胎放置方式,,-
坦克转弯,●,●
地图品牌,,
四驱形式,,
哨兵模式/千里眼,●,●
后雨刷,-,●
后轮距(mm),1731,1755
后轮胎规格,,
后电动机最大扭矩(N·m),640,640
