Feature,64581,67702,67703,67704,67705
电机布局,后置,后置,后置,前置+后置,前置+后置
电动机总马力(Ps),272,272,272,428,428
电动机总扭矩(N·m),343,343,343,543,543
电动机总功率(kW),200,200,200,315,315
电动机(Ps),272,272,272,428,428
电动座椅记忆功能,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,-,-,●,●
灯光特色功能,,-,-,,
温度分区控制,●,-,-,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
模拟声浪,-,-,-,-,●
最高车速(km/h),180,180,180,180,180
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5
最小离地间隙(mm),135,135,135,135,135
最大爬坡度(%),35,35,35,35,35
最大满载质量(kg),2154,2199,2124,2305,2305
最大扭矩(N·m),343,343,343,543,543
最大功率(kW),200,200,200,315,315
星空天窗,●,-,-,-,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,○,○,○,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1770,1790,1740,1870,1870
摄像头数量,,,,,
接近角(°),17,17,17,17,17
换电,不支持,不支持,不支持,不支持,不支持
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,-,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,-,-,,
感应后备厢,●,-,-,●,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
快充功率(kW),150,150,150,150,150
座椅材质,,,,,
座位数(个),,,,,
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3
宽度(mm),1844,1844,1844,1844,1844
官方0-100km/h加速(s),5.4,5.8,5.4,4.3,3.6
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外观套件,,-,-,-,
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,-,-,-,,
后雨刷,●,●,●,●,●
后轮距(mm),1601,1601,1601,1601,1601
后轮胎规格,,,,,
后电动机最大扭矩(N·m),343,343,343,343,343
后电动机最大功率(kW),200,200,200,200,200
后电动机型号,TZ220XSA02,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01
后电动机品牌,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动
后方碰撞预警,●,●,●,●,●
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,-,-,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),24.99万,16.49万,18.49万,21.99万,28.99万
厂商,smart,smart,smart,smart,smart
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1584,1584,1584,1584,1584
前轮胎规格,,,,,
前电动机最大扭矩(N·m),-,-,-,200,200
前电动机最大功率(kW),-,-,-,115,115
前电动机型号,-,-,-,TZ180XSB01,TZ180XSB01
前电动机品牌,-,-,-,威睿电动,威睿电动
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,,,
前排中间气囊,●,-,●,●,●
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2024.01,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,-,-,●,●
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,580,415,555,520,520
CLTC纯电续航里程(km)_x,580,415,555,520,520
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
