Feature,56065,57647,60518,60720,60721,60722,62403
高度(mm),1750,1750,1750,1750,1750,1750,1750
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,单电机,单电机,单电机,单电机,单电机,双电机
驱动方式,前置四驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●,●
长度(mm),4820,4820,4820,4820,4820,4820,4820
长*宽*高(mm),4820*1920*1750,4820*1920*1750,4820*1920*1750,4820*1920*1750,4820*1920*1750,4820*1920*1750,4820*1920*1750
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遥控泊车,●,-,-,-,-,●,●
道路救援呼叫,●,●,●,●,●,●,●
道路交通标识识别,●,●,-,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,●
远程启动功能,,,,,,,
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,
辅助驾驶系统,,,-,,,,
辅助驾驶等级,,,-,,,,
轴距(mm),2820,2820,2820,2820,2820,2820,2820
轮圈材质,,,,,,,
车顶行李架,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,-,●,●,●,●
车道保持辅助系统,●,●,-,●,●,●,●
车载空气净化器,●,●,-,●,●,●,●
车载智能系统,,,,,,,
车载KTV,●,●,-,-,-,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,护卫舰07 2023款 DM-p 175KM 四驱旗舰型,护卫舰07 2023款 DM-i 100KM 旗舰型,护卫舰07 2023款 DM-i 100KM 豪华型,护卫舰07 2023款 DM-i 100KM 尊贵型,护卫舰07 2023款 DM-i 205KM 尊贵型,护卫舰07 2023款 DM-i 205KM 旗舰型,护卫舰07 2023款 DM-p 175KM 四驱领航型
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,
语音识别控制系统,,,,,,,
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,-,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,●,-,-,-,●,●
自动头灯,●,●,●,●,●,●,●
自动变道辅助,●,-,-,-,-,-,●
