Feature,1015975,1015976,1015977,1015978,1015979,1015980
高度(mm),2015,2600,2600,2000,2660,2640
驾驶辅助影像,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
陡坡缓降,-,-,-,-,-,-
长度(mm),5115,5115,5115,5115,5115,5115
长*宽*高(mm),5115*1730*2015,5115*1730*2600,5115*1730*2600,5115*1730*2000,5115*1730*2660,5115*1730*2640
钥匙类型,,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
轴距(mm),3245,3245,3245,3245,3245,3245
轮圈材质,,,,,,
车门数(个),2,2,2,2,2,2
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,新海豚EV 2023款 舒适型货车42.3kWh,新海豚EV 2023款 舒适型仓栅车简易版42.3kWh,新海豚EV 2023款 舒适型仓栅车复杂版42.3kWh,新海豚EV 2023款 舒适型仓栅车复杂地库版42.3kWh,新海豚EV 2023款 舒适型厢货防胀厢版42.3kWh,新海豚EV 2023款 舒适型厢货瓦楞版42.3kWh
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
百公里耗电量(kWh/100km),-,-,-,-,-,-
