Feature,67981,67982
高度(mm),1480,1480
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,单电机,单电机
驱动方式,,
风阻系数(Cd),-,-
面部识别,●,●
陡坡缓降,-,-
长度(mm),5030,5030
长*宽*高(mm),5030*1890*1480,5030*1890*1480
钥匙类型,,
配气机构,DOHC,DOHC
遥控泊车,-,●
道路救援呼叫,●,●
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
进气形式,自然吸气,自然吸气
近光灯光源,,
辅助驾驶系统,,
辅助驾驶等级,,
轴距(mm),3000,3000
轮圈材质,,
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,-,-
车身结构_y,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,皇冠(进口) 2024款 2.5L 至享版,皇冠(进口) 2024款 2.5L 至尊版
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,●,●
语音识别控制系统,,
语音助手唤醒词,,
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,-,●
自动头灯,●,●
膝部气囊,,
能源类型_y,油电混合,油电混合
能源类型_x,油电混合,油电混合
胎压监测功能,,
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中大型车,中大型车
简称,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
疲劳驾驶提示,-,-
电池类型,,
电机类型,永磁/同步,永磁/同步
电动机总马力(Ps),179,179
电动机总扭矩(N·m),300,300
电动机总功率(kW),131.9,131.9
电动机(Ps),179,179
电动座椅记忆功能,,
电动吸合车门,-,
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),84,84
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),180,180
最小离地间隙(mm),130,130
最大马力(Ps),185,185
最大满载质量(kg),-,-
最大扭矩转速(rpm),4100-5400,4100-5400
最大扭矩(N·m)_y,225,225
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),6000,6000
最大功率(kW)_y,136,136
最大功率(kW)_x,-,-
最大净功率(kW),-,-
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,●
方向盘位置调节,,
整车质保,,
整备质量(kg),2045,2045
排量(mL),2487,2487
换挡形式,,
挡位个数,无级变速,无级变速
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,●,●
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1890,1890
官方0-100km/h加速(s),8.6,8.6
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
后风挡遮阳帘,●,●
后雨刷,-,-
后轮距(mm),1630,1630
后轮胎规格,,
后方碰撞预警,●,●
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,-,-
后排多媒体屏幕数量,,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可变悬架功能,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,A25B-FXS,A25B-FXS
发动机,2.5L 185马力 L4,2.5L 185马力 L4
厂商指导价(元),29.90万,34.90万
厂商,丰田(进口),丰田(进口)
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1620,1620
前轮胎规格,,
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,混合喷射,混合喷射
仪表盘屏幕材质,,
主座椅调节方式,,
主动降噪,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2024.04,2024.04
上坡辅助,●,●
WLTC综合油耗(L/100km),6.21,6.21
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,●,●
DOW开门预警,●,●
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
