Feature,61092,61210
高度(mm),1431,1431
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,三电机,双电机
驱动方式,,
风阻系数(Cd),0.208,0.208
隐藏电动门把手,●,●
陡坡缓降,-,-
长度(mm),5021,5021
长*宽*高(mm),5021*1987*1431,5021*1987*1431
钥匙类型,,
遥控泊车,●,●
道路交通标识识别,○,○
远程启动功能,,
远程召唤,○,○
远光灯光源,,
近光灯光源,,
运动风格座椅,●,●
辅助驾驶芯片,,
辅助驾驶系统,,
辅助驾驶等级,,
轴距(mm),2960,2960
轮圈材质,,
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车身结构_y,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车机智能芯片,,
车型名称,Model S 2023款 三电机全轮驱动 Plaid版,Model S 2023款 双电机全轮驱动版
车前雾灯,,
车内环境氛围灯,,
车内摄像头数量,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
语音识别控制系统,,
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,○,○
自动头灯,●,●
自动变道辅助,○,○
能量回收系统,●,●
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,-,-
级别,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
空气悬架,●,●
疲劳驾驶提示,-,-
电芯品牌,,
电池预加热,●,●
电池能量(kWh),100,100
电池类型,,
电池慢充时间(小时)_y,10,10
电池慢充时间(小时)_x,10,10
电池快充时间(小时)_y,1,1
电池快充时间(小时)_x,1,1
电池冷却方式,液冷,液冷
电机类型,永磁/同步,前永磁/同步 后交流/异步
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),-,-
电动机总功率(kW),750,493
电动机总功率(Ps),-,-
电动机(Ps),1020,670
电动座椅记忆功能,,
电动后备厢位置记忆,●,●
