Feature,1018035,1018036,1018037,1018038,1018516,1018517,1018518,1018519
高度(mm),1995,1995,1995,1995,1990,1990,1990,1990
驾驶辅助影像,,,,,-,-,-,-
驾驶模式切换,-,-,-,-,-,-,-,-
驻车制动类型,,,,,,,,
驱动方式,-,-,-,-,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4495,4495,4495,4495,4495,4495,4495,4495
长*宽*高(mm),4495*1680*1995,4495*1680*1995,4495*1680*1995,4495*1680*1995,4495*1680*1990,4495*1680*1990,4495*1680*1990,4495*1680*1990
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,
轴距(mm),2945,2945,2945,2945,2925,2925,2925,2925
轮圈材质,,,,,,,,
车门数(个),,,,,,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车身结构_y,客车,客车,货车,货车,客车,客车,货车,货车
车身结构_x,客车,客车,货车,货车,客车,客车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-,-
车型名称,2024款 1.5L 商务版 客车5/6/7座无空调版 SWJ15,2024款 1.5L 商务版 客车5/6/7座中央空调版 SWJ15,2024款 1.6L 商务版 厢货2/5座无空调版 SWJ16,2024款 1.6L 商务版 厢货2/5座前置空调版 SWJ16,2024款 1.5L CNG 超享版 客车6/7座 SWCC15M,2024款 1.5L CNG 超享版 客车6/7座 中央空调版 SWCC15M,2024款 1.5L CNG 超享版 厢货2/5座 SWCC15M,2024款 1.5L CNG 超享版 厢货2/5座 前置空调版 SWCC15M
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,○,○,○,○
车内PM2.5过滤装置,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,1555x1475x1350,1555x1475x1350,-,-,2510x1475x1350,2510x1475x1350
语音识别控制系统,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
蓝牙/车载电话,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG
能源类型_x,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG
胎压监测功能,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,-,-,-,-
级别,微面,微面,微面,微面,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,15,15,15,15
气罐容积(L),-,-,-,-,100,100,100,100
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-
最大马力(Ps),110,110,124,124,86,86,86,86
最大载重质量(kg),-,-,-,-,-,-,1040,1040
最大满载质量(kg),1875,1875,2355,2355,2120,2120,2525,2525
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-,-,-,-
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,81,81,91,91,63,63,63,63
最大功率(kW)_x,81,81,91,91,63,63,63,63
最大净功率(kW),76,76,86,86,60,60,60,60
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),1230,1230,1230,1230,1415,1415,1355,1355
排量(mL),1490,1490,1597,1597,1451,1451,1451,1451
换挡形式,,,,,,,,
挡位个数,5,5,5,5,5,5,5,5
扬声器数量,,,,,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1680,1680,1680,1680,1680,1680,1680,1680
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,,,,,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1452,1452,1452,1452,1435,1435,1435,1435
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
