Feature,68028,68029,68030
高精地图,-,○,○
高度(mm),1480,1480,1480
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,单电机,单电机,单电机
驱动方式,,,
风阻系数(Cd),-,-,-
面部识别,-,○,○
隐藏电动门把手,●,●,●
陡坡缓降,-,-,-
长度(mm),4827,4827,4827
长*宽*高(mm),4827*1900*1480,4827*1900*1480,4827*1900*1480
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
遥控泊车,-,○,○
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶等级,,,
轴距(mm),2843,2843,2843
轮圈材质,,,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车载智能系统,,,
车载KTV,●,●,●
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机智能芯片,,,
车型名称,领克07 2024款 EM-P 126长续航 Pro,领克07 2024款 EM-P 126长续航 Halo,领克07 2024款 EM-P 126长续航 Ultra
车前雾灯,-,-,-
车内环境氛围灯,,,
车内摄像头数量,-,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
语音识别控制系统,,,
语音助手唤醒词,,,
语音分区域唤醒识别,,,
语音免唤醒词,●,●,●
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动泊车入位,-,○,○
自动头灯,●,●,●
自动变道辅助,-,○,○
能量回收系统,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车
系统综合扭矩(N·m),615,615,615
系统综合功率(kW),280,280,280
系统综合功率(Ps),381,381,381
简称,3挡DHT,3挡DHT,3挡DHT
第二排座椅调节,-,-,-
第二排座椅功能,-,-,
空载最小离地间隙(mm),138,138,138
空调温度控制方式,,,
离去角(°),14,14,14
百公里耗电量(kWh/100km),14.8,14.8,14.8
疲劳驾驶提示,-,○,○
电芯品牌,,,
电能当量燃料消耗量(L/100km),1.67,1.67,1.67
电池预加热,●,●,●
电池能量(kWh),18.99,18.99,18.99
电池类型,,,
电池快充电量范围(%)_y,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80
电池快充时间(小时)_y,0.45,0.45,0.45
电池快充时间(小时)_x,0.45,0.45,0.45
电池冷却方式,直冷,直冷,直冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总马力(Ps),218,218,218
电动机总扭矩(N·m),350,350,350
电动机总功率(kW),160,160,160
电动机(Ps),218,218,218
电动座椅记忆功能,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
满载最小离地间隙(mm),117,117,117
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),60,60,60
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
最高车速(km/h),190,190,190
最小转弯半径(m),5.6,5.6,5.6
最大马力(Ps),163,163,163
最大满载质量(kg),2319,2319,2319
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,255,255,255
最大扭矩(N·m)_x,615,615,615
最大功率转速(rpm),-,-,-
最大功率(kW)_y,120,120,120
最大功率(kW)_x,280,280,280
最大净功率(kW),115,115,115
最低荷电状态油耗(L/100km)WLTC,4.8,4.8,4.8
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
无框设计车门,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1915,1915,1915
摄像头数量,,,
接近角(°),14,14,14
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,3,3,3
扬声器数量,,,
扬声器品牌名称,-,,
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,,,
手机APP远程功能,,,
手势控制,-,-,●
慢充接口位置,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,
快充接口位置,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
对外交流放电功率(kW),6.6,6.6,6.6
宽度(mm),1900,1900,1900
官方0-100km/h加速(s),6.5,6.5,6.5
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,-,-,-
地图品牌,,,
哨兵模式/千里眼,●,●,●
向日葵旋转屏,●,●,●
后雨刷,-,-,-
后轮距(mm),1622,1622,1622
后轮胎规格,,,
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排液晶屏幕,,,
后排杯架,●,●,●
后排控制多媒体,○,○,○
后排座椅放倒形式,,,
后排多媒体屏幕数量,,,
后排侧隐私玻璃,-,-,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),450,450,450
后制动器类型,,,
可见即可说,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ
