Feature,60616,61888,62685,62686,64427,64467,68390
高度(mm),1717,1717,1717,1717,1717,1717,1693
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动方式,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●,●,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4908,4908,4908,4908,4908,4908,4849
长*宽*高(mm),4908*1952*1717,4908*1952*1717,4908*1952*1717,4908*1952*1717,4908*1952*1717,4908*1952*1717,4849*1934*1693
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,-
远程启动功能,,,,,,,
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,双涡轮增压
近光灯光源,,,,,,,
辅助驾驶等级,,,,,,,
轴距(mm),2900,2900,2900,2900,2900,2900,2850
轮圈材质,,,,,,,
转向辅助灯,-,●,-,●,●,-,●
转向头灯,-,●,-,●,●,-,-
车顶行李架,●,●,●,●,●,●,●
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●
车载智能系统,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车机系统存储(GB),,,,,,,-
车机系统内存(GB),,,,,,,-
车型名称,航海家 2023款 2.0T 四驱尊享版,航海家 2023款 2.0T 四驱尊睿混动版,航海家 2023款 2.0T 四驱尊逸版,航海家 2023款 2.0T 四驱尊睿版,航海家 2023款 2.0T 四驱总统混动版,航海家 2023款 2.0T 四驱尊逸混动版,航海家 2021款 改款 2.7T 四驱尊耀版
车前雾灯,-,-,-,-,-,-,
车内香氛装置,-,●,-,●,●,-,-
车内环境氛围灯,,,,,,,
