Feature,63104,66075,67917,67918
高度(mm),1986,2020,2020,1986
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),5009,4974,4974,5009
长*宽*高(mm),5009*2095*1986,4974*2095*2020,4974*2095*2020,5009*2095*1986
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远程启动功能,,,,
远程召唤,-,-,●,●
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
轴距(mm),2933,2933,2933,2933
轮圈材质,,,,
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车载电视,●,●,●,●
车载冰箱,●,●,●,●
车身结构_y,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,钧天黑武士Youth 2024款 2.0T 汽油巅峰版,钧天黑武士Youth 2024款 2.0T 柴油巅峰版,钧天黑武士Youth 2024款  2.0T 柴油追光版,钧天黑武士Youth 2024款  2.0T 汽油追光版
车前雾灯,,,,
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车侧脚踏板,,,,
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,,,
语音识别控制系统,,,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动头灯,●,●,●,●
能源类型_y,汽油,柴油,柴油,汽油
能源类型_x,汽油,柴油,柴油,汽油
胎压监测功能,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,未知,未知,铝合金
级别,中型MPV,中型MPV,中型MPV,中型MPV
简称,9挡自动,9挡自动,9挡自动,9挡自动
第二排独立座椅,●,●,●,●
第二排座椅调节,,,,
第二排座椅电动调节,●,●,●,●
第二排座椅功能,,,,
空调温度控制方式,,,,
空气悬架,○,○,●,●
离去角(°),21,21,21,21
福祉座椅,○,○,-,-
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,●,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,0号,0号,92号
温度分区控制,●,●,-,-
液晶仪表尺寸,,,,
油箱容积(L),80,80,80,80
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),170,160,160,170
最大马力(Ps),220,143,143,220
最大满载质量(kg),2900,2900,2900,2900
最大扭矩转速(rpm),2000-3500,1400-3200,1400-3200,2000-3500
最大扭矩(N·m)_y,350,305,305,350
最大扭矩(N·m)_x,350,305,305,350
最大功率转速(rpm),5500,1400-3200,1400-3200,5500
最大功率(kW)_y,162,105,105,162
最大功率(kW)_x,162,105,105,162
最大净功率(kW),160,-,-,160
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
