Feature,67459,68291,68292,68293,70125,70128,70159,70160,71729,71730
魔毯智能悬架,●,-,-,●,-,-,-,-,-,-
高度(mm),1610,1620,1620,1610,1620,1620,1620,1620,1620,1620
高压快充,支持,支持,-,-,-,支持,-,支持,-,支持
高压平台（V）,800,800,-,-,-,800,-,800,-,800
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动电机数,双电机,单电机,单电机,双电机,单电机,单电机,双电机,双电机,单电机,单电机
驱动方式,,,,,,,,,,
风阻系数(Cd),0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259
面部识别,●,●,●,●,●,●,●,●,●,●
零重力座椅,,,,,,,,,,
隐藏电动门把手,●,●,●,●,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●,●,●,●,●
防侧翻系统,●,●,●,●,●,●,●,●,●,●
长度(mm),4825,4825,4825,4825,4825,4825,4825,4825,4825,4825
长*宽*高(mm),4825*1980*1610,4825*1980*1620,4825*1980*1620,4825*1980*1610,4825*1980*1620,4825*1980*1620,4825*1980*1620,4825*1980*1620,4825*1980*1620,4825*1980*1620
钥匙类型,,,,,,,,,,
配气机构,-,-,DOHC,DOHC,DOHC,-,DOHC,-,DOHC,-
遥控泊车,●,●,●,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,,
远光灯光源,,,,,,,,,,
进气形式,-,-,涡轮增压,涡轮增压,涡轮增压,-,涡轮增压,-,涡轮增压,-
近光灯光源,,,,,,,,,,
辅助驾驶系统,,,,,,,,,,
辅助驾驶等级,,,,,,,,,,
轴距(mm),2940,2940,2940,2940,2940,2940,2940,2940,2940,2940
轮圈材质,,,,,,,,,,
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-
车载智能系统,,,,,,,,,,
车载KTV,●,●,●,●,●,●,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,阿维塔07 2024款 Ultra纯电版四驱,阿维塔07 2024款 Max纯电版,阿维塔07 2024款 Max增程版,阿维塔07 2024款 Ultra增程版四驱,阿维塔07 2024款 Pro增程版,阿维塔07 2024款 Pro纯电版,阿维塔07 2024款 Max增程版四驱,阿维塔07 2024款 Max纯电版四驱,阿维塔07 2024款 Pro+增程版,阿维塔07 2024款 Pro+纯电版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内香氛装置,●,●,●,●,-,-,●,●,-,-
车内生物监测系统,●,●,●,●,●,●,●,●,●,●
车内环境氛围灯,,,,,,,,,,
车内摄像头数量,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
语音连续识别,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,
语音助手唤醒词,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●
记忆泊车,○,○,○,○,○,○,○,○,○,○
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驾驶辅助路段,,,,,,,,,,
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型_y,纯电动,纯电动,增程式,增程式,增程式,纯电动,增程式,纯电动,增程式,纯电动
能源类型_x,纯电动,纯电动,增程式,增程式,增程式,纯电动,增程式,纯电动,增程式,纯电动
胎压监测功能,,,,,,,,,,
缸盖材料,-,-,铝合金,铝合金,铝合金,-,铝合金,-,铝合金,-
缸体材料,-,-,铝合金,铝合金,铝合金,-,铝合金,-,铝合金,-
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●,●,●
第二排座椅功能,,,,,,,,,,
空调温度控制方式,,,,,,,,,,
空气悬架,●,-,-,●,-,-,-,-,-,-
离去角(°),21,21,21,21,21,21,21,21,21,21
百公里耗电量(kWh/100km),15.5,14.5,19.3,20,19.3,14.5,20,15.5,19.3,14.5
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电芯品牌,,,,,,,,,,
电能当量燃料消耗量(L/100km),1.8,1.68,-,-,-,1.68,-,1.8,-,1.68
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),82.16,82.16,39.05,39.05,39.05,82.16,39.05,82.16,39.05,82.16
电池类型,,,,,,,,,,
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,14.5,14.5,7,7,7,14.5,7,14.5,7,14.5
电池慢充时间(小时)_x,14.5,14.5,7,7,7,14.5,7,14.5,7,14.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.17,0.17,0.25,0.25,0.25,0.17,0.25,0.17,0.25,0.17
电池快充时间(小时)_x,0.17,0.17,0.25,0.25,0.25,0.17,0.25,0.17,0.25,0.17
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机布局,前置+后置,后置,后置,前置+后置,后置,后置,前置+后置,前置+后置,后置,后置
电子外后视镜显示屏,,,,,,,,,,
电子外后视镜功能,,,,,,,,,,
电动机总马力(Ps),598,343,314,492,314,343,492,598,314,343
电动机总扭矩(N·m),645,365,367,629,367,365,629,645,367,365
电动机总功率(kW),440,252,231,362,231,252,362,440,231,252
电动机(Ps),598,343,314,492,314,343,492,598,314,343
电动座椅记忆功能,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,-,-,国VI,国VI,国VI,-,国VI,-,国VI,-
