Feature,1014188
高度(mm),2250
驾驶辅助影像,
驱动电机数,单电机
驱动方式,后置后驱
陡坡缓降,-
长度(mm),5300
长*宽*高(mm),5300×1700×2250
钥匙类型,
配气机构,DOHC
远光灯光源,
进气形式,自然吸气
近光灯光源,
轴距(mm),2890
轮圈材质,
车门数(个),4
车身结构_y,货车
车身结构_x,货车
车身稳定控制(ESC/ESP/DSC等),-
车窗防夹手功能,-
车型名称,龙耀8L 2022款 1.4L增程式冷藏车K14F-G
车前雾灯,
车内环境氛围灯,-
车内化妆镜,-
车内中控锁,●
车体结构,承载式
货箱尺寸(mm),-
行车电脑显示屏幕,-
行程(mm),82
蓝牙/车载电话,-
自适应远近光,-
自动驻车,-
自动头灯,-
能源类型,增程式
胎压监测功能,-
缺气保用轮胎,-
缸盖材料,铝合金
缸径(mm),73
缸体材料,铝合金
级别,轻客
简称,电动车单速变速箱
第二排座椅调节,-
空调温度控制方式,
百公里耗电量(kWh/100km),-
电池组质保,五年或20万公里
电池类型,磷酸铁锂电池
电池容量(kWh),41.86
电池充电时间,-
电机类型,永磁/同步
电机布局,后置
电动机总扭矩(N·m),270
电动机总功率(kW),80
电动机(Ps),-
电动座椅记忆功能,-
电动后备厢,-
环保标准_y,国VI
环保标准_x,国VI
牵引力控制(ASR/TCS/TRC等),-
燃油标号,92号
燃料形式,增程式
温度分区控制,-
油箱容积(L),-
气缸数(个),4
气缸排列形式,L
每缸气门数(个),4
最高车速(km/h),-
最小离地间隙(mm),140
最大马力(Ps),97
最大载重质量(kg),880
最大满载质量(kg),-
最大扭矩转速(rpm),3600
最大扭矩(N·m)_y,120
最大扭矩(N·m)_x,120
最大功率转速(rpm),6000
最大功率(kW)_y,71
最大功率(kW)_x,71
无钥匙进入功能,-
无钥匙启动系统,-
方向盘记忆,-
方向盘材质,
方向盘换挡,-
方向盘加热,-
方向盘位置调节,
整车质保,-
整备质量(kg),-
排量(mL),1372
挡位个数,1
扬声器数量,
扬声器品牌名称,-
感应雨刷功能,-
快充电量(%),-
座椅材质,
座位数(个),2
并线辅助,-
工信部综合油耗(L/100km),-
工信部续航里程(km),118
巡航系统,-
宽度(mm),1700
安全带未系提醒,
天窗类型,-
大灯高度可调,●
多媒体/充电接口,
多功能方向盘,-
外后视镜功能,
后雨刷,-
后轮距(mm),-
后轮胎规格,195 R15LT
后电动机最大扭矩(N·m),270
后电动机最大功率(kW),80
后排车门开启方式,-
后排独立空调,-
后排杯架,-
后排座椅放倒形式,-
后悬架类型,钢板弹簧非独立悬架
后座出风口,-
后制动器类型,鼓式
变速箱类型,固定齿比变速箱
变速箱,电动车单速变速箱
发动机电子防盗,-
发动机型号,K14F-G
发动机启停技术,-
发动机,1.4L 97马力 L4
压缩比,-
厂商指导价(元),26.87万
厂商,厦门金龙
卫星导航系统,○
助力类型,液压助力
副座椅调节方式,
前轮距(mm),-
前轮胎规格,195 R15LT
前电动机最大扭矩(N·m),-
前电动机最大功率(kW),-
前排座椅功能,-
前悬架类型,双横臂式独立悬架
前制动器类型,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-
前/后排侧气囊,-
前/后中央扶手,-
刹车辅助(EBA/BAS/BA等),-
制动力分配(EBD/CBC等),●
准拖挂车总质量(kg),-
内后视镜功能,-
全液晶仪表盘,-
供油方式,多点电喷
主座椅调节方式,
主/副驾驶座电动调节,-
主/副驾驶座安全气囊,-
中控彩色屏幕,
上市时间,2022.07
上坡辅助,-
LED日间行车灯,-
ISOFIX儿童座椅接口,-
ABS防抱死,●
