Feature,54576,57562,61170,65386,65387
高度(mm),1900,1900,1900,1900,1900
驾驶辅助影像,,,,,
驾驶模式切换,-,-,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
首任车主质保政策,-,-,-,-,-
陡坡缓降,-,-,-,-,-
长度(mm),5145,5145,5145,5145,5145
长*宽*高(mm),5145*1765*1900,5145*1765*1900,5145*1765*1900,5145*1765*1900,5145*1765*1900
钥匙类型,,,,,
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
轴距(mm),3110,3110,3110,3110,3110
轮圈材质,,,,,
车门数(个),4,4,4,4,4
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,○,●,○,○,○
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV,MPV
车身结构_x,4门7座MPV,4门7座MPV,4门7/8/9座MPV,4门7/8/9座MPV,4门7/8/9座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,-,-,●,●,●
车窗一键升降功能,-,-,,,
车型名称,瑞风E3 2022款 公务版,瑞风E3 2022款 行政版,瑞风E3 2023款 尊享版,瑞风E3 2023款 换电精英版,瑞风E3 2023款 换电尊享版
车前雾灯,-,-,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,○,●
自适应远近光,-,-,-,-,-
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能量回收系统,-,-,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
级别,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●,●
第二排座椅调节,,,,,
空调温度控制方式,,,,,
离去角(°),16,16,16,16,16
百公里耗电量(kWh/100km),18.4,18.4,18.3,19.9,19.9
疲劳驾驶提示,-,-,-,-,-
电芯品牌,华霆,华霆,-,-,-
电能当量燃料消耗量(L/100km),2.1,2.1,-,-,-
电池预加热,●,●,●,●,●
电池能量密度(Wh/kg),127.7,127.7,-,-,-
电池能量(kWh),75.2,75.2,70.56,59.08,59.08
电池组质保,八年或20万公里,八年或20万公里,八年或20万公里,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置
电动机总扭矩(N·m),295,295,320,320,320
电动机总功率(kW),150,150,130,130,130
电动机总功率(Ps),204,204,177,177,177
电动机(Ps),204,204,177,177,177
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
满载最小离地间隙(mm),130,130,130,130,130
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
最高车速(km/h),140,140,130,130,130
最大满载质量(kg),2835,2835,2835,2645,2645
最大扭矩(N·m),295,295,320,320,320
最大功率(kW),150,150,130,130,130
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2160,2160,2080,1970,1970
接近角(°),18,18,18,18,18
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充时间(小时)_y,10,10,10,-,-
慢充时间(小时)_x,10,10,10,-,-
感应雨刷功能,-,-,-,-,-
快充电量百分比,80,80,80,15-80,15-80
快充电量(%),80,80,80,15-80,15-80
快充时间(小时)_y,1.5,1.5,1,1.3,1.3
快充时间(小时)_x,1.5,1.5,1,1.3,1.3
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座椅布局,,,,,
座位数(个),7,7,7/8/9,7/8/9,7/8/9
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,○,●
宽度(mm),1765,1765,1765,1765,1765
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,-,-,补胎工具,补胎工具,补胎工具
地图品牌,,,,,
四驱形式,-,-,-,-,-
后雨刷,●,●,●,○,●
后轮距(mm),1475,1475,1475,1475,1475
后轮胎规格,195/70 R15,195/70 R15,195/70 R15,195/70 R15,195/70 R15
后电动机最大扭矩(N·m),295,295,320,320,320
后电动机最大功率(kW),150,150,130,130,130
后排独立空调,●,●,●,●,●
后排杯架,-,-,-,-,-
后排座椅放倒形式,,,,,
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),19.98万,20.88万,18.98万,17.48万,17.98万
厂商,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团
卫星导航系统,●,●,●,○,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1500,1500,1500,1500,1500
前轮胎规格,195/70 R15,195/70 R15,195/70 R15,195/70 R15,195/70 R15
前排座椅功能,-,-,-,-,-
前悬架类型,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
