Feature,64013,64016,66321
高度(mm),1540,1540,1540
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-
陡坡缓降,-,○,-
长度(mm),4070,4070,4070
长*宽*高(mm),4070*1690*1540,4070*1690*1540,4070*1690*1540
钥匙类型,,,
遥控泊车,-,○,-
道路交通标识识别,-,○,-
远光灯光源,,,
近光灯光源,,,
辅助驾驶等级,-,,-
轴距(mm),2420,2420,2420
轮圈材质,,,
车门数(个),5,5,5
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,○,-
车道保持辅助系统,-,○,-
车载空气净化器,-,-,-
车载KTV,-,●,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),-,○,-
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统存储(GB),,,
车机系统内存(GB),,,
车型名称,哪吒AYA 2023款 318 Lite,哪吒AYA 2023款 401,哪吒AYA 2023款 改款 401 Lite
车前雾灯,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
超声波雷达数量,-,,-
起步提醒,-,○,-
语音连续识别,●,●,●
语音识别控制系统,,,
语音分区域唤醒识别,,,
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,-,○,-
自动驻车,●,●,●
自动泊车入位,-,○,-
自动头灯,●,●,●
能量回收系统,●,●,●
能源类型,纯电动,纯电动,纯电动
胎压监测功能,,,
缺气保用轮胎,-,-,-
级别,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-
空调温度控制方式,,,
离去角(°),24,24,24
百公里耗电量(kWh/100km),-,-,-
疲劳驾驶提示,-,○,-
电芯品牌,国轩高科,国轩高科/蜂巢能源/瑞浦能源,国轩高科/蜂巢能源/瑞浦能源
电池预加热,●,●,●
电池能量(kWh),33.9,37.27,37.27
电池组质保,-,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总扭矩(N·m),110,150,150
电动机总功率(kW),40,70,70
电动机总功率(Ps),54,95,95
电动机(Ps),54,95,95
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
牵引力控制(ASR/TCS/TRC等),-,○,-
温度分区控制,-,-,-
液晶仪表尺寸,,,
毫米波雷达数量,-,,-
最高车速(km/h),101,101,101
最大满载质量(kg),1381,1526,1526
最大扭矩(N·m),110,150,150
最大功率(kW),40,70,70
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,-,-,-
整车质保,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1081,1151,1151
摄像头数量,-,,-
接近角(°),18,18,18
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,,-
手机互联/映射,-,-,-
手机APP远程功能,,,
慢充时间(小时)_y,-,-,-
慢充时间(小时)_x,-,-,-
感应雨刷功能,-,,-
快充电量百分比,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80
快充时间(小时)_y,-,-,-
快充时间(小时)_x,-,-,-
快充功能,支持,支持,支持
快充功率(kW),45,45,45
座椅材质,,,
座位数(个),5,5,5
并线辅助,-,○,-
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,-,●,●
宽度(mm),1690,1690,1690
官方0-50km/h加速(s),5.9,4.1,4.1
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,-,-,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,补胎工具,补胎工具,补胎工具
地图品牌,,,
四驱形式,-,-,-
后雨刷,-,-,-
后轮距(mm),1415,1415,1415
后轮胎规格,185/65 R15,185/55 R16,185/55 R16
后排独立空调,-,-,-
后排杯架,-,-,-
后排座椅放倒形式,,,
后悬架类型,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架
后座出风口,-,-,-
后备厢容积(L),335,335,335
后制动器类型,盘式,盘式,盘式
可见即可说,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.38万,8.88万,8.48万
厂商,合众汽车,合众汽车,合众汽车
卫星导航系统,●,●,●
单踏板模式,●,●,●
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1440,1440,1440
前轮胎规格,185/65 R15,185/55 R16,185/55 R16
前电动机最大扭矩(N·m),110,150,150
前电动机最大功率(kW),40,70,70
前方碰撞预警,-,○,-
前排座椅功能,-,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,○,-
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,○,-
内后视镜功能,-,-,-
全液晶仪表盘,-,-,-
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,-,○,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,-,-,-
上市时间,2023.08,2023.08,2024.01
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
CLTC纯电续航里程(km)_y,318,401,401
CLTC纯电续航里程(km)_x,318,401,401
ABS防抱死,●,●,●
4G/5G网络,,,
