Feature,1019727,1019729
高度(mm),1874,1874
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,双电机,双电机
驱动方式,,
风阻系数(Cd),-,-
陡坡缓降,●,●
长度(mm),5500,5630
长*宽*高(mm),5500*2005*1874,5630*2005*1874
钥匙类型,,
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
近光灯光源,,
辅助驾驶等级,,
轴距(mm),3300,3300
轮圈材质,,
车顶行李架,●,●
车门数(个),,
车门开启方式,-,-
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,-,-
车身结构_y,皮卡,皮卡
车身结构_x,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,星际X新能源 2025款 豪华版,星际X新能源 2025款 旗舰版
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,-,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车侧脚踏板,,
车体结构,非承载式,非承载式
超声波雷达数量,,
货箱尺寸(mm),1561x1610x535,1561x1510x535
语音识别控制系统,,
行车电脑显示屏幕,,
蠕行模式,●,●
蓝牙/车载电话,●,●
自适应远近光,-,-
自动驻车,●,●
自动头灯,●,●
能量回收系统,●,●
能源类型,纯电动,纯电动
胎压监测功能,,
级别,皮卡,皮卡
简称,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-
第二排座椅功能,,
空调温度控制方式,,
空气悬架,-,●
离去角(°),25,25
疲劳驾驶提示,●,●
电芯品牌,,
电池预加热,●,●
电池能量(kWh),102.2,102.2
电池类型,,
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置
电动机总马力(Ps),481,481
电动机总扭矩(N·m),700,700
电动机总功率(kW),354,354
电动机(Ps),481,481
电动座椅记忆功能,-,
电动后备厢,-,-
牵引力控制(ASR/TCS/TRC等),●,●
温度分区控制,●,●
液晶仪表尺寸,,
最高车速(km/h),190,190
最大载重质量(kg),320,320
最大满载质量(kg),3495,3495
最大扭矩(N·m),700,700
最大功率(kW),354,354
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,-,-
整备质量(kg),2850,2900
摄像头数量,,
接近角(°),29,29
换挡形式,,
挡位个数,1,1
拖车取电口,○,●
拖挂钩,,
拖挂模式,○,●
扬声器数量,,
扬声器品牌名称,-,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
快充功能,支持,支持
座椅材质,,
座位数(个),,
并线辅助,-,-
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),2005,2005
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
备胎放置方式,,
四驱形式,,
后雨刷,-,-
后轮距(mm),1685,1685
后轮胎规格,,
后电动机最大扭矩(N·m),450,450
后电动机最大功率(kW),216,216
后电动机型号,TZ230XY1301,TZ230XY1301
后电动机品牌,华域汽车,华域汽车
后排车门开启方式,,
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,,
后排侧隐私玻璃,-,●
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可变悬架功能,-,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),29.98万,32.28万
厂商,上汽大通,上汽大通
卫星导航系统,●,●
助力类型,,
副座椅调节方式,,
前轮距(mm),1685,1685
前轮胎规格,,
前电动机最大扭矩(N·m),250,250
前电动机最大功率(kW),138,138
前电动机型号,TZ180XS0951,TZ180XS0951
前电动机品牌,联合汽车,联合汽车
前方碰撞预警,●,●
前方感知摄像头,,
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
准拖挂车总质量(kg),3495,3495
内后视镜功能,,
全液晶仪表盘,●,●
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2024.12,2024.12
上坡辅助,●,●
Wi-Fi热点,●,●
USB/Type-C接口数量,,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
CLTC纯电续航里程(km)_y,560,560
CLTC纯电续航里程(km)_x,560,560
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,●
