Feature,55788,56816,56817,56818,56819,59936,59937,63420
高度(mm),1760,1760,1760,1760,1760,1760,1760,1785
驾驶辅助影像,,-,,,,,,
驾驶模式切换,,-,,-,-,-,-,
驻车制动类型,,,,,,,,
驱动电机数,-,-,-,-,-,-,-,单电机
驱动方式,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4785,4785,4785,4785,4785,4785,4785,4785
长*宽*高(mm),4785*1820*1760,4785*1820*1760,4785*1820*1760,4785*1820*1760,4785*1820*1760,4785*1820*1760,4785*1820*1760,4785*1820*1785
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,,,
进气形式,涡轮增压,自然吸气,涡轮增压,涡轮增压,自然吸气,自然吸气,涡轮增压,自然吸气
近光灯光源,,,,,,,,
轴距(mm),2760,2760,2760,2760,2760,2760,2760,2760
轮圈材质,,,,,,,,
车顶行李架,●,-,●,●,●,●,●,●
车门数(个),,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车载智能系统,,-,,,-,-,,
车身结构_y,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,-,●,●,●,-,-,●
车联网,●,-,●,○,-,-,○,●
车窗防夹手功能,●,-,●,●,●,●,●,●
车窗一键升降功能,,-,,,,,,
车型名称,五菱佳辰 2022款 1.5T CVT尊享旗舰型,五菱佳辰 2022款 1.5L 手动乐享精英型,五菱佳辰 2022款 1.5T CVT智享豪华型,五菱佳辰 2022款 1.5T 手动舒享活力型,五菱佳辰 2022款 1.5L 手动畅享舒适型,五菱佳辰 2022款 1.5L 手动轻享舒适型,五菱佳辰 2022款 1.5T 手动轻享活力型,五菱佳辰 2023款 2.0L DHT旗舰型
车前雾灯,,-,,-,-,-,-,
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,,-,-,-,-,-,-,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,-,,,-,-,,
行车电脑显示屏幕,,,,,,,,
蓝牙/车载电话,●,-,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,●,-,●,-,-,-,-,●
自动头灯,●,-,●,-,-,-,-,●
能量回收系统,-,-,-,-,-,-,-,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金
级别,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV
简称,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),6挡手动,6挡手动,6挡手动,6挡手动,1挡DHT
第二排独立座椅,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,
空调温度控制方式,,,,,,,,
离去角(°),19,19,19,19,19,19,19,21
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,-,
电池类型,-,-,-,-,-,-,-,
电机类型,-,-,-,-,-,-,-,永磁/同步
电机布局,-,-,-,-,-,-,-,前置
电动机总马力(Ps),-,-,-,-,-,-,-,177
电动机总扭矩(N·m),-,-,-,-,-,-,-,320
电动机总功率(kW),-,-,-,-,-,-,-,130
电动机(Ps),-,-,-,-,-,-,-,177
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,-,●,●,●,-,-,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-
油箱容积(L),52,52,52,52,52,52,52,52
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),170,150,170,170,150,150,170,140
最大马力(Ps),147,99,147,147,99,99,147,136
最大满载质量(kg),2040,1980,2040,1960,1980,1980,1960,2200
最大扭矩转速(rpm),2200-3400,3400-4400,2200-3400,2200-3400,3400-4400,3400-4400,2200-3400,4000-4400
最大扭矩(N·m)_y,250,143,250,250,143,143,250,175
最大扭矩(N·m)_x,250,143,250,250,143,143,250,-
最大功率转速(rpm),5200,5800,5200,5200,5800,5800,5200,5600
最大功率(kW)_y,108,73,108,108,73,73,108,100
最大功率(kW)_x,108,73,108,108,73,73,108,-
最大净功率(kW),104,-,104,104,-,-,104,92
无钥匙进入功能,,-,,-,-,-,-,
无钥匙启动系统,●,-,●,-,-,-,-,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,-
整备质量(kg),1530,1410,1510,1470,1435,1435,1470,1670
接近角(°),16,16,16,16,16,16,16,17
排量(mL),1451,1485,1451,1451,1485,1485,1451,1999
换挡形式,,,,,,,,
挡位个数,8,6,8,6,6,6,6,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,,,,,-
手机APP远程功能,,-,,,-,-,,
感应雨刷功能,,-,,-,-,-,-,
座椅材质,,,,,,,,
座椅布局,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,,-,,-,-,-,-,
导航路况信息显示,●,-,●,○,-,-,○,●
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,,-,-,-,-,-,-,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,-,●,-,-,-,-,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,-
后雨刷,●,-,●,-,-,-,-,●
后轮距(mm),1549,1549,1549,1549,1549,1549,1549,1549
后轮胎规格,,,,,,,,
后排独立空调,●,○,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,○,●,●,●,●,●,●
后备厢容积(L),395-1177,395-1177,395-1177,395-1177,395-1177,395-1177,395-1177,-
后制动器类型,,,,,,,,
变速箱类型,无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),混合动力专用变速箱(DHT)
变速箱,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),6挡手动,6挡手动,6挡手动,6挡手动,1挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,-,-,-,-,-,-,-,LJM20A
发动机,1.5T 147马力 L4,1.5L 99马力 L4,1.5T 147马力 L4,1.5T 147马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5T 147马力 L4,2.0L 136马力 L4
厂商指导价(元),9.98万,6.88万,9.18万,8.18万,7.68万,7.58万,8.08万,11.58万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,-,●,○,-,-,○,●
