Feature,68107,68725,69474,69475,70101,70102,70966
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘离手检测,●,●,-,○,-,●,○
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,●,○,-,○,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2468,2318,2098,2275,2275,2535,2468
摄像头数量,,,,,,,
接近角(°),15,14,14,14,14,15,14
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,,,,,
手机无线充电功率,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
循迹倒车,●,●,-,○,-,●,○
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
屏幕刷新率[Hz],-,-,-,-,,,-
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1966,1966,1966,1966,1966,1966,1966
官方0-100km/h加速(s),3.5,5.9,6.8,6.8,6.8,3.5,3.5
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
声纹识别,●,●,●,●,●,●,●
场景灯语,●,-,-,-,-,●,-
地图品牌,,,,,,,
四驱形式,,-,-,-,-,,
哨兵模式/千里眼,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1710,1713,1713,1713,1713,1710,1710
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),440,440,343,343,343,440,440
后电动机最大功率(kW),310,310,200,200,200,310,310
后电动机型号,TZ235XYC01,TZ235XYC01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ235XYC01,TZ235XYC01
后电动机品牌,衢州极电,衢州极电,威睿电动,威睿电动,威睿电动,衢州极电,衢州极电
后方碰撞预警,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕类型,-,-,-,-,,,-
后排液晶屏幕尺寸,-,-,-,-,,,-
后排液晶屏幕分辨率,-,-,-,-,,,-
后排液晶屏幕,-,-,-,-,,,-
后排杯架,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,●,●,-
后排座椅放倒形式,,,,,,,
后排小桌板,-,-,-,-,●,●,-
后排多媒体屏幕数量,-,-,-,-,,,-
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),520,616,616,616,616,490,616
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
可变悬架功能,,-,-,-,-,,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.28万,22.88万,18.68万,20.68万,21.68万,28.28万,22.98万
厂商,领克,领克,领克,领克,领克,领克,领克
卫星导航系统,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,-,○,-,●,○
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1698,1703,1703,1703,1703,1698,1698
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),370,-,-,-,-,370,370
前电动机最大功率(kW),270,-,-,-,-,270,270
前电动机型号,YS235XYG01,-,-,-,-,YS235XYG01,YS235XYG01
前电动机品牌,衢州极电,-,-,-,-,衢州极电,衢州极电
前方碰撞预警,●,●,●,●,●,●,●
前方最大探测距离,,,-,,-,,
前方感知摄像头像素,,,-,,-,,
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●
信号灯识别,●,●,-,○,-,●,○
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动式环境氛围灯,●,●,-,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.12
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WANOS全景声,○,○,○,○,○,○,○
USB/Type-C最大充电功率,,,,,,,
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头尺寸,,,-,,,,
DeepSeek应用,,,,,,,
DOW开门预警,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,702,806,602,766,766,680,702
CLTC纯电续航里程(km)_x,702,806,602,766,766,680,702
AR-HUD增强现实抬头显示,●,●,-,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
220V/230V电源,-,-,-,-,-,●,-
