Feature,1015216
高度(mm),2105
驾驶辅助影像,
驱动电机数,单电机
驱动方式,后置后驱
陡坡缓降,-
长度(mm),5800
长*宽*高(mm),5800*1850*2105
钥匙类型,
远光灯光源,
近光灯光源,
轴距(mm),3250
轮圈材质,
车门数(个),2
车身结构_y,货车
车身结构_x,货车
车身稳定控制(ESC/ESP/DSC等),-
车窗防夹手功能,-
车型名称,跨越者D5 EV 2023款 230km 豪华版
车前雾灯,
车内环境氛围灯,-
车内化妆镜,-
车内中控锁,●
车体结构,非承载式
货箱尺寸(mm),3750x1750x380
行车电脑显示屏幕,-
蓝牙/车载电话,-
自适应远近光,-
自动驻车,-
自动头灯,-
能源类型,纯电动
胎压监测功能,-
缺气保用轮胎,-
级别,微卡
简称,电动车单速变速箱
第二排座椅调节,-
空调温度控制方式,
电池类型,磷酸铁锂电池
电池容量(kWh),55.7
电机类型,永磁/同步
电机布局,后置
电动机总扭矩(N·m),220
电动机总功率(kW),90
电动机(Ps),122
电动座椅记忆功能,-
电动后备厢,-
牵引力控制(ASR/TCS/TRC等),-
温度分区控制,-
最高车速(km/h),80
最大扭矩(N·m),220
最大功率(kW),90
无钥匙进入功能,-
无钥匙启动系统,-
方向盘记忆,-
方向盘材质,
方向盘换挡,-
方向盘加热,-
方向盘位置调节,-
整备质量(kg),2085
挡位个数,1
扬声器数量,
扬声器品牌名称,-
慢充时间(小时),6.5
感应雨刷功能,-
座椅材质,
座位数(个),2
并线辅助,-
工信部续航里程(km),230
工信部纯电续航里程(km),230
巡航系统,-
宽度(mm),1850
安全带未系提醒,
天窗类型,-
大灯高度可调,●
多媒体/充电接口,-
多功能方向盘,-
外后视镜功能,-
后雨刷,-
后轮距(mm),1388
后轮胎规格,185 R14LT
后电动机最大扭矩(N·m),220
后电动机最大功率(kW),90
后排独立空调,-
后排杯架,-
后排座椅放倒形式,-
后悬架类型,钢板弹簧非独立悬架
后座出风口,-
后制动器类型,鼓式
变速箱类型,固定齿比变速箱
厂商指导价(元),19.88万
厂商,长安跨越
卫星导航系统,○
助力类型,电动助力
副座椅调节方式,
前轮距(mm),1507
前轮胎规格,185 R14LT
前排座椅功能,-
前悬架类型,钢板弹簧非独立悬架
前制动器类型,盘式
前/后驻车雷达,-
前/后电动车窗,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-
前/后排侧气囊,-
前/后中央扶手,-
刹车辅助(EBA/BAS/BA等),-
制动力分配(EBD/CBC等),●
内后视镜功能,-
全液晶仪表盘,-
主座椅调节方式,
主/副驾驶座电动调节,-
主/副驾驶座安全气囊,-
中控彩色屏幕,
上市时间,2023.02
上坡辅助,-
LED日间行车灯,-
ISOFIX儿童座椅接口,-
ABS防抱死,●
