Feature,1009297,1009298,1009299,1009300,1009301,1009302,1009303
高度(mm),2760,2760,2760,2620,2620,2620,2620
驾驶辅助影像,,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-,-
长度(mm),7005,7005,7005,7005,7005,7005,7005
长*宽*高(mm),7005×2040×2760,7005×2040×2760,7005×2040×2760,7005×2040×2620,7005×2040×2620,7005×2040×2620,7005×2040×2620
钥匙类型,,,,,,,
配气机构,未知,未知,未知,未知,未知,未知,未知
远光灯光源,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,
轴距(mm),3935,3935,3935,3935,3935,3935,3935
轮圈材质,,,,,,,
车门数(个),2,2,2,2,2,2,2
车载CD/DVD,,,,,,,
车身结构_y,客车,客车,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车窗防夹手功能,-,-,-,-,-,-,-
车型名称,柯斯达 2019款 4.0L豪华车GRB53L-ZCMEK 20座9GR,柯斯达 2019款 4.0L豪华车GRB53L-ZEMNK 23座扶手9GR,柯斯达 2019款 4.0L豪华车GRB53L-ZEMNK 23座无扶手9GR,柯斯达 2019款 4.0L高级车GRB53L-ZCMSK 20座特别版9GR,柯斯达 2019款 4.0L高级车GRB53L-ZCMSK 20座9GR,柯斯达 2019款 4.0L高级车GRB53L-ZEMSK 23座升级版9GR,柯斯达 2019款 4.0L高级车GRB53L-ZEMSK 23座9GR
车前雾灯,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-
行程(mm),95,95,95,95,95,95,95
蓝牙/车载电话,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知
缸径(mm),94,94,94,94,94,94,94
缸体材料,未知,未知,未知,未知,未知,未知,未知
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,,,,,,,
空调温度控制方式,,,,,,,
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国IV,国IV,国IV,国IV,国IV,国IV,国IV
环保标准_x,国IV,国IV,国IV,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-
油箱容积(L),92,92,92,92,92,92,92
气缸数(个),6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V
每缸气门数(个),未知,未知,未知,未知,未知,未知,未知
最高车速(km/h),130,130,130,130,130,130,130
最小离地间隙(mm),175,175,175,175,175,175,175
最大马力(Ps),205,205,205,205,205,205,205
最大载重质量(kg),-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-
最大扭矩转速(rpm),4200,4200,4200,4200,4200,4200,4200
最大扭矩(N·m)_y,344,344,344,344,344,344,344
最大扭矩(N·m)_x,344,344,344,344,344,344,344
最大功率转速(rpm),4200,4200,4200,4200,4200,4200,4200
最大功率(kW)_y,151,151,151,151,151,151,151
最大功率(kW)_x,151,151,151,151,151,151,151
无钥匙进入功能,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,-,-,-,-,-,-,-
整备质量(kg),3654,3694,3694,3584,3584,3654,3654
排量(mL),3956,3956,3956,3956,3956,3956,3956
挡位个数,5,5,5,5,5,5,5
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),20,23,23,20,20,23,23
并线辅助,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
宽度(mm),2040,2040,2040,2040,2040,2040,2040
安全带未系提醒,-,-,-,-,-,-,-
