Feature,57040,65825
高度(mm),1820,1820
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,单电机,单电机
驱动方式,,
风阻系数(Cd),-,-
隐藏电动门把手,●,●
陡坡缓降,●,●
防侧翻系统,-,●
长度(mm),4946,4946
长*宽*高(mm),4946*2047*1820,4946*2047*1820
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,●,●
透明底盘/540度影像,●,●
远程启动功能,,
远光灯光源,,
进气形式,涡轮增压+电动增压,涡轮增压+电动增压
近光灯光源,,
辅助驾驶等级,,
轴距(mm),2997,2997
轮圈材质,,
车门数(个),,
车门开启方式,平开门,平开门
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载电视,○,○
车载智能系统,,
车载冰箱,○,○
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车库门遥控装置,○,○
车型名称,揽胜运动版新能源 2023款 P510e 插电式电动混合版 首发版,揽胜运动版新能源 2024款 P550e 插电式电动混合版 典范版
车前雾灯,,
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,●,●
语音识别控制系统,,
语音分区域唤醒识别,,
触摸式阅读灯,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,●,●
自动头灯,●,●
能量回收系统,●,●
能源类型_y,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
纵向通过角(°),21.5,19.1
级别,中大型SUV,中大型SUV
系统综合扭矩(N·m),700,800
系统综合功率(kW),375,404.5
系统综合功率(Ps),510,550
简称,8挡手自一体,8挡手自一体
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,-,●
空气悬架,●,●
离去角(°),24.9,24.9
百公里耗电量(kWh/100km),28.77,-
疲劳驾驶提示,●,●
电芯品牌,-,-
电池预加热,●,●
电池能量(kWh),38.2,-
电池类型,,
电机类型,永磁/同步,永磁/同步
电机布局,前置,前置
电动机总扭矩(N·m),-,-
电动机总功率(kW),-,-
电动机总功率(Ps),-,-
电动机(Ps),-,-
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
灯光特色功能,,
满载最小离地间隙(mm),216,209
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),71.5,71.5
气缸数(个),6,6
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),242,242
最小转弯半径(m),5.475,5.475
最大马力(Ps),400,400
最大满载质量(kg),3450,3450
最大涉水深度(mm),900,900
最大扭矩转速(rpm),1500-5000,1500-5000
最大扭矩(N·m)_y,550,550
最大扭矩(N·m)_x,700,800
最大功率转速(rpm),5500-6500,5500-6500
最大功率(kW)_y,294,294
最大功率(kW)_x,375,404.5
最大净功率(kW),294,294
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,○,○
方向盘位置调节,,
整车质保,,
整备质量(kg),2735,2950
整体主动转向系统,●,●
接近角(°),22.5,22.5
排量(mL),2996,2996
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,●,○
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),2047,2047
官方0-100km/h加速(s),5.4,4.9
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
备胎放置方式,-,
四驱形式,,
后雨刷,●,●
后轮距(mm),1704,1704
后轮胎规格,,
后方碰撞预警,●,●
后排独立空调,●,●
后排液晶屏幕尺寸,,
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,○,○
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后排多媒体屏幕数量,-,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),835-1860,835-1860
后制动器类型,,
可变悬架功能,,
可加热喷水嘴,○,○
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,PT306,PT306
发动机,3.0T 400马力 L6,3.0T 400马力 L6
压缩比,-,10.5
厂商指导价(元),135.80万,137.80万
厂商,路虎(进口),路虎(进口)
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1702,1702
前轮胎规格,,
前电动机最大扭矩(N·m),-,-
前电动机最大功率(kW),-,-
前电动机型号,-,TZ269XSYA
前方碰撞预警,●,●
前方感知摄像头,-,
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,○,-
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,直喷,直喷
低速行车警告,●,●
低速四驱,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器锁止功能,●,●
中央差速器结构,,
上市时间,2022.10,2023.11
上坡辅助,●,●
三电系统质保,,
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),2.4,-
WLTC纯电续航里程(km)_y,100,-
WLTC纯电续航里程(km)_x,100,-
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,-,○
DOW开门预警,●,-
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,○,○
